---------- Players ----------
Player 0: say
Player 1: name
Player 2: verizon
Player 3: ,
Player 4: consumers
Player 5: america
Player 6: get
Player 7: clear
Player 8: pictures
Player 9: mind.
Player 10: phone
Player 11: company.
Player 12: bell
Player 13: system.
Player 14: wireless
Player 15: test
Player 16: guy
Player 17: asking,
Player 18: quot ; can
Player 19: hear
Player 20: now?
Player 21: quot ;
---------- Rewards ----------
v(): -6.139108657836914	 ([])
v(1 21): -0.684199333190918, EP: -1.1517918109893799	 ([name][quot ;])
v(0 9): -0.6724581718444824, EP: -1.1320265531539917	 ([say][mind.])
v(0 14): 0.6724433898925781, EP: 1.1320016384124756	 ([say][wireless])
v(16 20): -0.667823314666748, EP: -1.1242241859436035	 ([guy][now?])
v(0 3): 0.6608743667602539, EP: 1.1125261783599854	 ([say][,])
v(14): 0.635749340057373, EP: 1.0702303647994995	 ([wireless])
v(12 14): 0.6352033615112305, EP: 1.069311261177063	 ([bell][wireless])
v(14 15): -0.6206607818603516, EP: -1.044830083847046	 ([wireless][test])
v(21): 0.619481086730957, EP: 1.0428440570831299	 ([quot ;])
v(13 14): 0.6118221282958984, EP: 1.0299508571624756	 ([system.][wireless])
v(0 13): -0.6017227172851562, EP: -1.0129493474960327	 ([say][system.])
v(3 21): 0.5991072654724121, EP: 1.0085464715957642	 ([,][quot ;])
v(14 17): 0.5958843231201172, EP: 1.0031208992004395	 ([wireless][asking,])
v(20 21): 0.5940303802490234, EP: 1.0	 ([now?][quot ;])
v(0): 0.5920467376708984, EP: 0.9966607093811035	 ([say])
v(9 16): -0.5896782875061035, EP: -0.9926736354827881	 ([mind.][guy])
v(7 14): 0.5829601287841797, EP: 0.9813641905784607	 ([clear][wireless])
v(7 18): -0.5735607147216797, EP: -0.9655410647392273	 ([clear][quot ; can])
v(0 6): -0.5652117729187012, EP: -0.9514862895011902	 ([say][get])
v(1 14): 0.557830810546875, EP: 0.9390611052513123	 ([name][wireless])
v(6 17): -0.5188741683959961, EP: -0.8734808564186096	 ([get][asking,])
v(8 17): -0.5145263671875, EP: -0.8661617040634155	 ([pictures][asking,])
v(9 17): -0.5101137161254883, EP: -0.8587333559989929	 ([mind.][asking,])
v(14 20): -0.507026195526123, EP: -0.8535357713699341	 ([wireless][now?])
v(7): -0.46641969680786133, EP: -0.7851781845092773	 ([clear])
v(8 16): -0.45694446563720703, EP: -0.7692274451255798	 ([pictures][guy])
v(1 17): -0.4555048942565918, EP: -0.766804039478302	 ([name][asking,])
v(13 16): -0.43292903900146484, EP: -0.7287994623184204	 ([system.][guy])
v(6 12): -0.4182910919189453, EP: -0.7041577696800232	 ([get][bell])
v(18 21): 0.39405393600463867, EP: 0.6633565425872803	 ([quot ; can][quot ;])
v(9 12): -0.3897991180419922, EP: -0.6561939120292664	 ([mind.][bell])
v(7 15): -0.38913440704345703, EP: -0.655074954032898	 ([clear][test])
v(3 19): -0.3751983642578125, EP: -0.6316147446632385	 ([,][hear])
v(19): -0.3724961280822754, EP: -0.6270657777786255	 ([hear])
v(13 18): -0.3689446449279785, EP: -0.6210871934890747	 ([system.][quot ; can])
v(14 16): 0.3399806022644043, EP: 0.5723286271095276	 ([wireless][guy])
v(3 7): -0.3236408233642578, EP: -0.5448219776153564	 ([,][clear])
v(8 15): -0.3213825225830078, EP: -0.5410203337669373	 ([pictures][test])
v(8 21): -0.2952108383178711, EP: -0.4969625174999237	 ([pictures][quot ;])
v(13 21): -0.27188777923583984, EP: -0.45770013332366943	 ([system.][quot ;])
v(8 14): 0.24591493606567383, EP: 0.4139770269393921	 ([pictures][wireless])
v(6 14): -0.24155759811401367, EP: -0.40664181113243103	 ([get][wireless])
v(15 19): 0.23044300079345703, EP: 0.38793134689331055	 ([test][hear])
v(13 17): 0.22826051712036133, EP: 0.38425731658935547	 ([system.][asking,])
v(14 19): 0.21628141403198242, EP: 0.36409151554107666	 ([wireless][hear])
v(7 17): -0.19583988189697266, EP: -0.3296799063682556	 ([clear][asking,])
v(17 19): 0.18133258819580078, EP: 0.3052580952644348	 ([asking,][hear])
v(0 7): -0.15362071990966797, EP: -0.25860750675201416	 ([say][clear])
v(0 8): -0.15222978591918945, EP: -0.2562659978866577	 ([say][pictures])
v(3 18): -0.13747024536132812, EP: -0.23141954839229584	 ([,][quot ; can])
v(7 16): -0.13197851181030273, EP: -0.22217468917369843	 ([clear][guy])
v(9 14): -0.13166379928588867, EP: -0.22164489328861237	 ([mind.][wireless])
v(17 18): -0.1230015754699707, EP: -0.207062765955925	 ([asking,][quot ; can])
v(0 19): 0.0869898796081543, EP: 0.14644011855125427	 ([say][hear])
v(1 15): -0.08557796478271484, EP: -0.14406327903270721	 ([name][test])
v(1 16): 0.07028865814208984, EP: 0.11832502484321594	 ([name][guy])
v(12 20): -0.04843711853027344, EP: -0.08153980225324631	 ([bell][now?])
v(7 21): 0.03521156311035156, EP: 0.05927569419145584	 ([clear][quot ;])
v(5 10): -0.034623146057128906, EP: -0.05828514322638512	 ([america][phone])
v(13 15): 0.03418731689453125, EP: 0.057551462203264236	 ([system.][test])
v(12 13): -0.023047447204589844, EP: -0.03879843279719353	 ([bell][system.])
v(18): 0.007971763610839844, EP: 0.013419791124761105	 ([quot ; can])
v(3): 0.005816459655761719, EP: 0.009791518561542034	 ([,])
v(5 6): -0.0051441192626953125, EP: -0.008659690618515015	 ([america][get])
v(): 0.0, EP: 0.0	 ([])
==================================================
