---------- AND Interactions ----------
I(w): -3.2403712272644043	 ([bored])
I(Hp): -0.09973609447479248	 ([phone][logical])
I(Ek): -0.0997055172920227	 ([laughing][story])
I(Xk): -0.09966492652893066	 ([talent.][story])
I(iq): -0.09937906265258789	 ([actually][entertaining])
I(at): 0.09919989109039307	 ([see][level?])
I(JY): -0.09886938333511353	 ([office,][doppelganger])
I(G\): 0.09869414567947388	 ([scene][like...])
I(HW): -0.09862905740737915	 ([phone][message])
I(cr): 0.09843379259109497	 ([say][communicate])
I(FP): -0.09829390048980713	 ([throughout.][attempt])
I(GV): -0.09763181209564209	 ([scene][writer's])
I(\o): -0.09742426872253418	 ([like...][movie])
I(BY): 0.0971989631652832	 ([genius][doppelganger])
I(lr): -0.09713947772979736	 ([strange][communicate])
I(TZ): 0.09711039066314697	 ([poor,][split])
I(AK): 0.09697967767715454	 ([certain][discussing])
I(LT): -0.09684628248214722	 ([love][poor,])
I(La): -0.09678328037261963	 ([love][see])
I(Wp): -0.09669661521911621	 ([message][logical])
I(HK): -0.09660720825195312	 ([phone][discussing])
I(Bj): -0.09603339433670044	 ([genius][coherent])
I(O): -0.09587997198104858	 ([nice])
I(Na): 0.09569430351257324	 ([doppelganger][see])
I(\f): 0.09520280361175537	 ([like...][ridiculous,])
I(af): 0.09493732452392578	 ([see][ridiculous,])
I(nq): -0.09451615810394287	 ([point][entertaining])
I(Xx): 0.09451061487197876	 ([talent.][many])
I(Lr): -0.09437084197998047	 ([love][communicate])
I(Tu): -0.09402281045913696	 ([poor,][i'm])
I(Jc): -0.0939677357673645	 ([office,][say])
I(El): 0.09396541118621826	 ([laughing][strange])
I(hu): -0.09391963481903076	 ([idea][i'm])
I(Ul): -0.09383034706115723	 ([see][strange])
I(Sv): 0.09371638298034668	 ([execution][easily])
I(B`): 0.09339272975921631	 ([genius][let's])
I(NV): 0.09322363138198853	 ([doppelganger][writer's])
I(np): 0.09282034635543823	 ([point][logical])
I(\^): -0.09272485971450806	 ([like...][quite])
I(al): 0.09247875213623047	 ([see][strange])
I(Bm): -0.09177333116531372	 ([genius][way.])
I(Zk): 0.09140264987945557	 ([split][story])
I(Ik): -0.09127599000930786	 ([sex][story])
I(EJ): -0.09111666679382324	 ([laughing][office,])
I(EH): 0.09090787172317505	 ([laughing][phone])
I(^_): -0.09080320596694946	 ([quite][expecting])
I(Va): 0.09063103795051575	 ([writer's][see])
I(W\): -0.09044724702835083	 ([message][like...])
I(nr): 0.09044420719146729	 ([point][communicate])
I(Lu): 0.09037083387374878	 ([love][i'm])
I(Eu): -0.090309739112854	 ([laughing][i'm])
I(aq): 0.09021294116973877	 ([see][entertaining])
I(Zc): 0.08988296985626221	 ([split][say])
I(Mb): 0.0898357629776001	 ([heals][movie])
I(`j): 0.08966958522796631	 ([let's][coherent])
I(hi): -0.08931660652160645	 ([idea][actually])
I(Np): 0.08922326564788818	 ([doppelganger][logical])
I(Jk): 0.08896344900131226	 ([office,][story])
I(X^): 0.08894467353820801	 ([talent.][quite])
I(mo): 0.08890390396118164	 ([way.][movie])
I(VY): 0.08876243233680725	 ([writer's][doppelganger])
I(pt): -0.08871150016784668	 ([logical][level?])
I(Xr): -0.08863341808319092	 ([talent.][communicate])
I(Jt): -0.08835035562515259	 ([office,][level?])
I(HV): -0.08834397792816162	 ([phone][writer's])
I(hr): -0.08833712339401245	 ([idea][communicate])
I(M_): -0.08807408809661865	 ([heals][expecting])
I(On): -0.08772701025009155	 ([nice][point])
I(NW): -0.08758324384689331	 ([doppelganger][message])
I(FS): 0.0875672698020935	 ([throughout.][execution])
I(Ir): 0.0875416100025177	 ([sex][communicate])
I(Zr): 0.08672094345092773	 ([split][communicate])
I(Uf): -0.08602213859558105	 ([see][ridiculous,])
I(O_): -0.08593064546585083	 ([nice][expecting])
I(Cb): -0.08577322959899902	 ([behind][movie])
I(Da): 0.08556526899337769	 ([movie.][see])
I(`v): 0.08550757169723511	 ([let's][easily])
I(Vl): -0.0854494571685791	 ([writer's][strange])
I(X\): 0.08488249778747559	 ([talent.][like...])
I(`n): -0.08465784788131714	 ([let's][point])
I(Gd): 0.08461803197860718	 ([scene][".])
I(qt): 0.08456611633300781	 ([entertaining][level?])
I(PS): 0.0841640830039978	 ([attempt][execution])
I(EO): -0.08390951156616211	 ([laughing][nice])
I(ou): -0.08387875556945801	 ([movie][i'm])
I(gt): -0.08385652303695679	 ([sweet][level?])
I(Gp): -0.0837557315826416	 ([scene][logical])
I(gr): 0.08353239297866821	 ([sweet][communicate])
I(QW): -0.08320850133895874	 ([genius][message])
I(bt): 0.08312076330184937	 ([movie][level?])
I(BR): 0.08299267292022705	 ([genius][humor.])
I(M): -0.08279472589492798	 ([heals])
I(Gl): -0.08263623714447021	 ([scene][strange])
I(ag): 0.0823531448841095	 ([see][sweet])
I(GY): -0.08211773633956909	 ([scene][doppelganger])
I(Bd): -0.08210700750350952	 ([genius][".])
I(Uo): -0.08203786611557007	 ([see][movie])
I(Bc): 0.0817873477935791	 ([genius][say])
I(dr): -0.0816769003868103	 ([".][communicate])
I(Wb): -0.08133375644683838	 ([message][movie])
I(ak): 0.0811394453048706	 ([see][story])
Sum: -22.894103050231934
==================================================
