---------- AND Interactions ----------
I(52): 3.7097291946411133	 ([worse - - there's])
I(29,58): -0.11275750398635864	 ([humiliation][one])
I(52,59): 0.11264681816101074	 ([worse - - there's][particularly])
I(39,57): -0.11259984970092773	 ([nudity][and,])
I(43,71): -0.112579345703125	 ([overall]["])
I(13,72): -0.11246788501739502	 ([prison][her.])
I(34,49): 0.11204791069030762	 ([tv][unrated])
I(28,66): 0.11201333999633789	 ([beatings,][forced])
I(12,64): 0.11187326908111572	 ([railroaded][female])
I(50,52): 0.11178731918334961	 ([version][worse - - there's])
I(30,65): 0.11170345544815063	 ([degradation][prisoner])
I(2,22): 0.11157092452049255	 ([abc][knows])
I(34,72): 0.11150741577148438	 ([tv][her.])
I(13,58): 0.1113627552986145	 ([prison][one])
I(27,64): -0.11133193969726562	 ([torture,][female])
I(28,67): -0.11108154058456421	 ([beatings,][strip])
I(28,54): -0.11101549863815308	 ([beatings,][nudity,])
I(8,62): 0.11097526550292969	 ([innocent][see])
I(2,33): 0.1108938455581665	 ([abc][conclusion.])
I(38,70): -0.11085563898086548	 ([grim.][uses])
I(32,36): 0.11084771156311035	 ([disturbing][( for])
I(9,19): -0.11079812049865723	 ([female][phone])
I(40,50): -0.11073502898216248	 ([beatings][version])
I(18,39): 0.11064434051513672	 ([allowed][nudity])
I(26,66): -0.11030375957489014	 ([rape,][forced])
I(22,28): -0.11002558469772339	 ([knows][beatings,])
I(9,18): -0.10996651649475098	 ([female][allowed])
I(43,67): -0.1095876693725586	 ([overall][strip])
I(44,48): -0.10949420928955078	 ([feeling][down.])
I(8,20): -0.10938107967376709	 ([innocent][calls])
I(24,29): 0.10934066772460938	 ([there.][humiliation])
I(7,21): 0.10906779766082764	 ([young][nobody])
I(65,74): -0.10901510715484619	 ([prisoner][there's])
I(60,69): -0.10898303985595703	 ([disgusting][guard])
I(6,14): 0.10877257585525513	 ([two][camp])
I(5,13): 0.10861420631408691	 ([involves][prison])
I(20,64): -0.10860681533813477	 ([calls][female])
I(50,56): 0.10854446887969971	 ([version][extreme])
I(6,11): 0.10852038860321045	 ([two][students])
I(18,65): -0.10839474201202393	 ([allowed][prisoner])
I(11,15): 0.10803741216659546	 ([students][little])
I(30,38): 0.10783296823501587	 ([degradation][grim.])
I(3,51): -0.1078217625617981	 ([movie][even])
I(60,70): -0.10761404037475586	 ([disgusting][uses])
I(26,74): -0.1076045036315918	 ([rape,][there's])
I(21,57): 0.1075512170791626	 ([nobody][and,])
I(56,74): -0.1075141429901123	 ([extreme][there's])
I(28,46): -0.10703033208847046	 ([beatings,][wore])
I(14,43): 0.1069062352180481	 ([camp][overall])
I(18,68): -0.10676813125610352	 ([allowed][lesbian])
I(15,55): 0.10672247409820557	 ([little][violence])
I(8,54): -0.10671448707580566	 ([innocent][nudity,])
I(19,38): -0.10658878087997437	 ([phone][grim.])
I(8,27): -0.10654544830322266	 ([innocent][torture,])
I(18,21): -0.10644161701202393	 ([allowed][nobody])
I(44,51): 0.10611414909362793	 ([feeling][even])
I(5,41): 0.10555684566497803	 ([involves][pretty])
I(15,29): -0.10551857948303223	 ([little][humiliation])
I(2,71): -0.10539877414703369	 ([abc]["])
I(8,19): -0.10533273220062256	 ([innocent][phone])
I(37,51): 0.10510748624801636	 ([time )][even])
I(28,53): -0.10503333806991577	 ([beatings,][plentiful])
I(8,65): -0.1049426794052124	 ([innocent][prisoner])
I(38,50): 0.10483217239379883	 ([grim.][version])
I(34,67): 0.1048051118850708	 ([tv][strip])
I(17,71): 0.10452091693878174	 ([town.]["])
I(15,20): -0.10451865196228027	 ([little][calls])
I(22,44): 0.10441935062408447	 ([knows][feeling])
I(43,65): 0.10425519943237305	 ([overall][prisoner])
I(7,32): 0.10415768623352051	 ([young][disturbing])
I(30,66): 0.1041334867477417	 ([degradation][forced])
I(5,25): -0.10407078266143799	 ([involves][follows])
I(2,48): -0.1040489673614502	 ([abc][down.])
I(8,68): -0.10380887985229492	 ([innocent][lesbian])
I(61,70): -0.10369259119033813	 ([sequence,][uses])
I(26,71): 0.1036825180053711	 ([rape,]["])
I(11,62): -0.10349047183990479	 ([students][see])
I(37,52): -0.10348296165466309	 ([time )][worse - - there's])
I(34,63): 0.10348236560821533	 ([tv][crying])
I(42,52): -0.1034097671508789	 ([tame][worse - - there's])
I(21,72): 0.10272979736328125	 ([nobody][her.])
I(48,57): -0.1026342511177063	 ([down.][and,])
I(14,58): 0.10251462459564209	 ([camp][one])
I(17,39): -0.102322518825531	 ([town.][nudity])
I(18,23): 0.10231959819793701	 ([allowed][they're])
I(32,40): -0.10231611132621765	 ([disturbing][beatings])
I(22,43): 0.10222494602203369	 ([knows][overall])
I(38,68): -0.10221260786056519	 ([grim.][lesbian])
I(1,21): -0.10215330123901367	 ([aired][nobody])
I(28,43): -0.10206574201583862	 ([beatings,][overall])
I(4,22): 0.10204893350601196	 ([week.][knows])
I(33,67): -0.10199058055877686	 ([conclusion.][strip])
I(4,55): -0.10197091102600098	 ([week.][violence])
I(23,39): 0.10168838500976562	 ([they're][nudity])
I(7,46): -0.10162734985351562	 ([young][wore])
I(29,43): -0.10159778594970703	 ([humiliation][overall])
I(17,54): 0.10156404972076416	 ([town.][nudity,])
I(24): -0.10151529312133789	 ([there.])
I(1,74): 0.10147714614868164	 ([aired][there's])
I(12,22): -0.10144248604774475	 ([railroaded][knows])
I(40,64): -0.10140809416770935	 ([beatings][female])
I(50,60): -0.10134410858154297	 ([version][disgusting])
I(4,50): -0.10101309418678284	 ([week.][version])
I(5,56): -0.10085523128509521	 ([involves][extreme])
I(19,68): -0.10080337524414062	 ([phone][lesbian])
I(31,57): 0.10072112083435059	 ([leading][and,])
I(39,72): -0.10052907466888428	 ([nudity][her.])
I(11,45): 0.10052704811096191	 ([students][sleaziness])
I(5,19): 0.10020804405212402	 ([involves][phone])
I(15,65): -0.10019272565841675	 ([little][prisoner])
I(25,41): 0.10008823871612549	 ([follows][pretty])
I(40,66): 0.10003501176834106	 ([beatings][forced])
I(6,39): 0.0998917818069458	 ([two][nudity])
I(30,67): 0.09976178407669067	 ([degradation][strip])
I(8,48): -0.09972274303436279	 ([innocent][down.])
I(35,70): -0.09886789321899414	 ([version][uses])
I(16,17): -0.09867393970489502	 ([southern][town.])
I(32,35): 0.09856486320495605	 ([disturbing][version])
I(8,13): 0.09854614734649658	 ([innocent][prison])
I(9,22): 0.09851861000061035	 ([female][knows])
I(25,44): 0.0985037088394165	 ([follows][feeling])
I(17,44): -0.09838175773620605	 ([town.][feeling])
I(55,73): 0.09830021858215332	 ([violence][yuck!])
I(26,33): -0.09826004505157471	 ([rape,][conclusion.])
I(5,28): -0.09819000959396362	 ([involves][beatings,])
I(5,35): 0.09818220138549805	 ([involves][version])
I(4,27): -0.0978546142578125	 ([week.][torture,])
I(50,70): -0.09762156009674072	 ([version][uses])
I(1,16): -0.09762072563171387	 ([aired][southern])
I(37,49): -0.09752225875854492	 ([time )][unrated])
I(11,29): -0.09739530086517334	 ([students][humiliation])
I(35,73): -0.0973823070526123	 ([version][yuck!])
I(40,56): 0.097330242395401	 ([beatings][extreme])
I(18,53): -0.09712648391723633	 ([allowed][plentiful])
I(7,29): -0.09705650806427002	 ([young][humiliation])
I(19,64): -0.09705626964569092	 ([phone][female])
I(21,40): -0.09702238440513611	 ([nobody][beatings])
I(35,50): 0.09678518772125244	 ([version][version])
I(20,67): -0.09660112857818604	 ([calls][strip])
I(45,50): 0.09653937816619873	 ([sleaziness][version])
I(4,74): 0.09648418426513672	 ([week.][there's])
I(38,48): 0.09627741575241089	 ([grim.][down.])
I(38,69): -0.09602755308151245	 ([grim.][guard])
I(26,41): -0.09599292278289795	 ([rape,][pretty])
I(38,45): 0.09591454267501831	 ([grim.][sleaziness])
I(0,29): 0.09582686424255371	 ([originally][humiliation])
I(8,64): -0.09565484523773193	 ([innocent][female])
I(9,21): -0.09542107582092285	 ([female][nobody])
I(12,71): 0.09531879425048828	 ([railroaded]["])
I(28,35): -0.0951615571975708	 ([beatings,][version])
I(21,69): -0.09511828422546387	 ([nobody][guard])
I(43,47): -0.09510374069213867	 ([overall][one])
I(20,60): 0.09502243995666504	 ([calls][disgusting])
I(11,32): 0.0950082540512085	 ([students][disturbing])
I(44,74): 0.09491348266601562	 ([feeling][there's])
I(11,24): 0.09478282928466797	 ([students][there.])
I(21,28): -0.09448164701461792	 ([nobody][beatings,])
I(41,67): -0.09443998336791992	 ([pretty][strip])
I(11,63): 0.09440028667449951	 ([students][crying])
I(10,73): 0.0943676233291626	 ([college][yuck!])
I(5,50): 0.09434688091278076	 ([involves][version])
I(48,73): -0.09430170059204102	 ([down.][yuck!])
I(31,65): -0.09419918060302734	 ([leading][prisoner])
I(16,29): -0.09411627054214478	 ([southern][humiliation])
I(61,67): -0.0937235951423645	 ([sequence,][strip])
I(22,29): 0.09370076656341553	 ([knows][humiliation])
I(26,40): 0.09363067150115967	 ([rape,][beatings])
I(45,71): 0.09357786178588867	 ([sleaziness]["])
I(31,46): -0.09356546401977539	 ([leading][wore])
I(5,40): -0.09350964426994324	 ([involves][beatings])
I(44,71): -0.09346270561218262	 ([feeling]["])
I(19,65): -0.09336221218109131	 ([phone][prisoner])
I(21,43): -0.09327971935272217	 ([nobody][overall])
I(49,60): 0.09316849708557129	 ([unrated][disgusting])
I(6,72): 0.09312832355499268	 ([two][her.])
I(23,26): 0.09296119213104248	 ([they're][rape,])
I(5,51): -0.09292948246002197	 ([involves][even])
I(34,68): -0.09291982650756836	 ([tv][lesbian])
I(40,63): -0.09280845522880554	 ([beatings][crying])
Sum: -69.38803172111511
==================================================
