---------- Players ----------
Player 0: one
Player 1: thing
Player 2: could
Player 3: redeemed
Player 4: sketch.
Player 5: healthy
Player 6: gunfight
Player 7: happy
Player 8: couple,
Player 9: exotic
Player 10: model
Player 11: delicatessen,
Player 12: old - timer
Player 13: motel
Player 14: ( it
Player 15: would
Player 16: turned
Player 17: out )
Player 18: secretly
Player 19: watching
Player 20: woods
Player 21: aging
Player 22: rent - boy
Player 23: guys
Player 24: they'd
Player 25: shared
Player 26: rubber
Player 27: house.
Player 28: process,
Player 29: could
Player 30: blown
Player 31: freezing
Player 32: shack
Player 33: smithereens,
Player 34: resolved
Player 35: snags ;
Player 36: whore
Player 37: bitch
Player 38: "
Player 39: ode
Player 40: windscreen,
Player 41: reason
Player 42: protagonist
Player 43: " no
Player 44: friends,
Player 45: "
Player 46: well
Player 47: explaining
Player 48: coolness
Player 49: pressure
Player 50: bloody
Player 51: tampon,
Player 52: incessant
Player 53: phone
Player 54: calls
Player 55: .
Player 56: .
Player 57: .
Player 58: crawl - space
Player 59: chic,
Player 60: green
Player 61: thumb,
---------- Rewards ----------
v(): -0.34240129590034485	 ([])
v(17,53): 0.057143568992614746	 ([out )][phone])
v(17,54): 0.2809663414955139	 ([out )][calls])
v(17,55): -0.22355544567108154	 ([out )][.])
v(17,56): -0.19156068563461304	 ([out )][.])
v(17,57): -0.33326196670532227	 ([out )][.])
v(17,58): 0.8410886526107788	 ([out )][crawl - space])
v(17,59): -1.4525973796844482	 ([out )][chic,])
v(17,60): -0.5712790489196777	 ([out )][green])
v(17,61): -0.24843266606330872	 ([out )][thumb,])
v(18,19): -0.5359967350959778	 ([secretly][watching])
v(18,20): -0.7220174670219421	 ([secretly][woods])
v(18,21): -0.39234045147895813	 ([secretly][aging])
v(18,22): -0.15215876698493958	 ([secretly][rent - boy])
v(18,23): 1.0683804750442505	 ([secretly][guys])
v(18,24): -0.4433334469795227	 ([secretly][they'd])
v(18,25): -1.0696085691452026	 ([secretly][shared])
v(18,26): 0.203863263130188	 ([secretly][rubber])
v(18,27): -0.9079573154449463	 ([secretly][house.])
v(18,28): -0.17281576991081238	 ([secretly][process,])
v(18,29): -0.3212467432022095	 ([secretly][could])
v(18,30): 0.20300424098968506	 ([secretly][blown])
v(18,31): -0.032103657722473145	 ([secretly][freezing])
v(18,32): -0.27635905146598816	 ([secretly][shack])
v(18,33): 0.48468440771102905	 ([secretly][smithereens,])
v(18,34): -0.5772470831871033	 ([secretly][resolved])
v(18,35): 0.09562152624130249	 ([secretly][snags ;])
v(18,36): 1.373319387435913	 ([secretly][whore])
v(18,37): 0.06637391448020935	 ([secretly][bitch])
v(18,38): -0.31747764348983765	 ([secretly]["])
v(18,39): -1.3743301630020142	 ([secretly][ode])
v(18,40): -0.2424519956111908	 ([secretly][windscreen,])
v(18,41): -0.32033541798591614	 ([secretly][reason])
v(18,42): -1.579156517982483	 ([secretly][protagonist])
v(18,43): 0.3164234757423401	 ([secretly][" no])
v(18,44): -1.0390205383300781	 ([secretly][friends,])
v(18,45): -0.28418248891830444	 ([secretly]["])
v(18,46): -0.3279191553592682	 ([secretly][well])
v(18,47): -0.3072456121444702	 ([secretly][explaining])
v(18,48): -2.960599184036255	 ([secretly][coolness])
v(18,49): 0.32476961612701416	 ([secretly][pressure])
v(18,50): 1.0715909004211426	 ([secretly][bloody])
v(18,51): -1.2502654790878296	 ([secretly][tampon,])
v(18,52): 2.5067126750946045	 ([secretly][incessant])
v(18,53): -0.0478057861328125	 ([secretly][phone])
v(18,54): 0.1383601725101471	 ([secretly][calls])
v(18,55): -0.3997926115989685	 ([secretly][.])
v(18,56): -0.3589962124824524	 ([secretly][.])
v(18,57): -0.5236861705780029	 ([secretly][.])
v(18,58): 0.7468823194503784	 ([secretly][crawl - space])
v(18,59): -1.485376000404358	 ([secretly][chic,])
v(18,60): -0.702303409576416	 ([secretly][green])
v(18,61): -0.41229450702667236	 ([secretly][thumb,])
v(19,20): -0.6810004711151123	 ([watching][woods])
v(19,21): -0.33052849769592285	 ([watching][aging])
v(19,22): 0.2443150281906128	 ([watching][rent - boy])
v(19,23): 1.1557282209396362	 ([watching][guys])
v(19,24): -0.5131886601448059	 ([watching][they'd])
v(19,25): -1.1974971294403076	 ([watching][shared])
v(19,26): 0.44482874870300293	 ([watching][rubber])
v(19,27): -0.843683660030365	 ([watching][house.])
v(19,28): -0.1494274139404297	 ([watching][process,])
v(19,29): -0.4348532557487488	 ([watching][could])
v(19,30): 0.8793748021125793	 ([watching][blown])
v(19,31): -0.0026228725910186768	 ([watching][freezing])
v(19,32): -0.29659098386764526	 ([watching][shack])
v(19,33): 0.6211973428726196	 ([watching][smithereens,])
v(19,34): -0.5492680668830872	 ([watching][resolved])
v(19,35): 0.03895300626754761	 ([watching][snags ;])
v(19,36): 1.3224291801452637	 ([watching][whore])
v(19,37): 0.015763700008392334	 ([watching][bitch])
v(19,38): -0.3873903155326843	 ([watching]["])
v(19,39): -1.5952523946762085	 ([watching][ode])
v(19,40): -0.3845881223678589	 ([watching][windscreen,])
v(19,41): -0.3809773921966553	 ([watching][reason])
v(19,42): -1.3943625688552856	 ([watching][protagonist])
v(19,43): 0.3465476930141449	 ([watching][" no])
v(19,44): -1.205885887145996	 ([watching][friends,])
v(19,45): -0.3348662257194519	 ([watching]["])
v(19,46): -0.38226455450057983	 ([watching][well])
v(19,47): -0.3639672100543976	 ([watching][explaining])
v(19,48): -2.916780948638916	 ([watching][coolness])
v(19,49): 0.5084595680236816	 ([watching][pressure])
v(19,50): 1.164957046508789	 ([watching][bloody])
v(19,51): -1.2632144689559937	 ([watching][tampon,])
v(19,52): 2.386362075805664	 ([watching][incessant])
v(19,53): -0.11407041549682617	 ([watching][phone])
v(19,54): 0.049780428409576416	 ([watching][calls])
v(19,55): -0.472206175327301	 ([watching][.])
v(19,56): -0.4289736747741699	 ([watching][.])
v(19,57): -0.5950354933738708	 ([watching][.])
v(19,58): 0.5673060417175293	 ([watching][crawl - space])
v(19,59): -1.484604835510254	 ([watching][chic,])
v(19,60): -0.7477312684059143	 ([watching][green])
v(19,61): -0.45430177450180054	 ([watching][thumb,])
v(20,21): -0.3173929452896118	 ([woods][aging])
v(20,22): -0.16786259412765503	 ([woods][rent - boy])
v(20,23): 0.7854782342910767	 ([woods][guys])
v(20,24): -0.6442826986312866	 ([woods][they'd])
v(20,25): -1.306564211845398	 ([woods][shared])
v(20,26): -0.11764702200889587	 ([woods][rubber])
v(20,27): -0.8751370310783386	 ([woods][house.])
v(20,28): -0.3977089524269104	 ([woods][process,])
v(20,29): -0.5821611285209656	 ([woods][could])
v(20,30): 0.1399354338645935	 ([woods][blown])
v(20,31): -0.28280285000801086	 ([woods][freezing])
v(20,32): -0.4500804543495178	 ([woods][shack])
v(20,33): 0.18697255849838257	 ([woods][smithereens,])
v(20,34): -0.8225575089454651	 ([woods][resolved])
v(20,35): -0.026666969060897827	 ([woods][snags ;])
v(20,36): 0.8203070163726807	 ([woods][whore])
v(20,37): -0.1602216362953186	 ([woods][bitch])
v(20,38): -0.5726858377456665	 ([woods]["])
v(20,39): -1.5710783004760742	 ([woods][ode])
v(20,40): -0.7106485366821289	 ([woods][windscreen,])
v(20,41): -0.458606481552124	 ([woods][reason])
v(20,42): -1.8706861734390259	 ([woods][protagonist])
v(20,43): 0.09374994039535522	 ([woods][" no])
v(20,44): -1.3349117040634155	 ([woods][friends,])
v(20,45): -0.5553971529006958	 ([woods]["])
v(20,46): -0.5796799659729004	 ([woods][well])
v(20,47): -0.49929022789001465	 ([woods][explaining])
v(20,48): -3.511061668395996	 ([woods][coolness])
v(20,49): 0.2986149489879608	 ([woods][pressure])
v(20,50): 0.9436815977096558	 ([woods][bloody])
v(20,51): -1.656270980834961	 ([woods][tampon,])
v(20,52): 2.8403594493865967	 ([woods][incessant])
v(20,53): -0.3516513705253601	 ([woods][phone])
v(20,54): -0.12031412124633789	 ([woods][calls])
v(20,55): -0.6167752146720886	 ([woods][.])
v(20,56): -0.5826305150985718	 ([woods][.])
v(20,57): -0.7342373728752136	 ([woods][.])
v(20,58): 0.5106989145278931	 ([woods][crawl - space])
v(20,59): -1.9762402772903442	 ([woods][chic,])
v(20,60): -1.0056383609771729	 ([woods][green])
v(20,61): -0.6369055509567261	 ([woods][thumb,])
v(21,22): 0.03984946012496948	 ([aging][rent - boy])
v(21,23): 1.0507930517196655	 ([aging][guys])
v(21,24): -0.24980124831199646	 ([aging][they'd])
v(21,25): -1.0020716190338135	 ([aging][shared])
v(21,26): 0.24823446571826935	 ([aging][rubber])
v(21,27): -0.7104127407073975	 ([aging][house.])
v(21,28): -0.13749417662620544	 ([aging][process,])
v(21,29): -0.19777962565422058	 ([aging][could])
v(21,30): 0.07512626051902771	 ([aging][blown])
v(21,31): 0.09188413619995117	 ([aging][freezing])
v(21,32): -0.11153870820999146	 ([aging][shack])
v(21,33): 0.7449390888214111	 ([aging][smithereens,])
v(21,34): -0.6675747632980347	 ([aging][resolved])
v(21,35): 0.27472567558288574	 ([aging][snags ;])
v(21,36): 1.3364548683166504	 ([aging][whore])
v(21,37): 0.28359997272491455	 ([aging][bitch])
v(21,38): -0.17978361248970032	 ([aging]["])
v(21,39): -1.4083824157714844	 ([aging][ode])
v(21,40): -0.06685200333595276	 ([aging][windscreen,])
v(21,41): -0.13463550806045532	 ([aging][reason])
v(21,42): -1.557306170463562	 ([aging][protagonist])
v(21,43): 0.45502957701683044	 ([aging][" no])
v(21,44): -0.9980040788650513	 ([aging][friends,])
v(21,45): -0.15188276767730713	 ([aging]["])
v(21,46): -0.1950761377811432	 ([aging][well])
v(21,47): -0.19702976942062378	 ([aging][explaining])
v(21,48): -2.735422134399414	 ([aging][coolness])
v(21,49): 0.42765215039253235	 ([aging][pressure])
v(21,50): 1.3273801803588867	 ([aging][bloody])
v(21,51): -1.2730777263641357	 ([aging][tampon,])
v(21,52): 2.0129411220550537	 ([aging][incessant])
v(21,53): 0.05423098802566528	 ([aging][phone])
v(21,54): 0.2586289346218109	 ([aging][calls])
v(21,55): -0.2793636620044708	 ([aging][.])
v(21,56): -0.2443128526210785	 ([aging][.])
v(21,57): -0.39048370718955994	 ([aging][.])
v(21,58): 0.9990992546081543	 ([aging][crawl - space])
v(21,59): -1.4971811771392822	 ([aging][chic,])
v(21,60): -0.5791526436805725	 ([aging][green])
v(21,61): -0.31144386529922485	 ([aging][thumb,])
v(22,23): 1.7502613067626953	 ([rent - boy][guys])
v(22,24): 0.06339940428733826	 ([rent - boy][they'd])
v(22,25): -0.7582510113716125	 ([rent - boy][shared])
v(22,26): 0.6437423825263977	 ([rent - boy][rubber])
v(22,27): -0.37878042459487915	 ([rent - boy][house.])
v(22,28): 0.023103147745132446	 ([rent - boy][process,])
v(22,29): -0.07675826549530029	 ([rent - boy][could])
v(22,30): 0.4918736219406128	 ([rent - boy][blown])
v(22,31): 0.3265686631202698	 ([rent - boy][freezing])
v(22,32): 0.26478904485702515	 ([rent - boy][shack])
v(22,33): 0.8658369183540344	 ([rent - boy][smithereens,])
v(22,34): -0.36066561937332153	 ([rent - boy][resolved])
v(22,35): 0.7827209234237671	 ([rent - boy][snags ;])
v(22,36): 1.695138692855835	 ([rent - boy][whore])
v(22,37): 0.6163845658302307	 ([rent - boy][bitch])
v(22,38): 0.018342971801757812	 ([rent - boy]["])
v(22,39): -1.1331186294555664	 ([rent - boy][ode])
v(22,40): 0.038560062646865845	 ([rent - boy][windscreen,])
v(22,41): 0.06655693054199219	 ([rent - boy][reason])
v(22,42): -1.2697548866271973	 ([rent - boy][protagonist])
v(22,43): 0.7287951111793518	 ([rent - boy][" no])
v(22,44): -0.5788214802742004	 ([rent - boy][friends,])
v(22,45): 0.08934357762336731	 ([rent - boy]["])
v(22,46): -0.022832512855529785	 ([rent - boy][well])
v(22,47): 0.027393043041229248	 ([rent - boy][explaining])
v(22,48): -2.3144686222076416	 ([rent - boy][coolness])
v(22,49): 0.8809491395950317	 ([rent - boy][pressure])
v(22,50): 1.697282075881958	 ([rent - boy][bloody])
v(22,51): -0.9154636263847351	 ([rent - boy][tampon,])
v(22,52): 3.6828551292419434	 ([rent - boy][incessant])
v(22,53): 0.24712151288986206	 ([rent - boy][phone])
v(22,54): 0.5179547071456909	 ([rent - boy][calls])
v(22,55): -0.03659099340438843	 ([rent - boy][.])
v(22,56): -0.005377233028411865	 ([rent - boy][.])
v(22,57): -0.1803075671195984	 ([rent - boy][.])
v(22,58): 1.6924833059310913	 ([rent - boy][crawl - space])
v(22,59): -0.8514804840087891	 ([rent - boy][chic,])
v(22,60): -0.284630686044693	 ([rent - boy][green])
v(22,61): -0.0804930031299591	 ([rent - boy][thumb,])
v(23,24): 1.3034106492996216	 ([guys][they'd])
v(23,25): -0.09900990128517151	 ([guys][shared])
v(23,26): 1.4588478803634644	 ([guys][rubber])
v(23,27): 0.24699541926383972	 ([guys][house.])
v(23,28): 1.1194298267364502	 ([guys][process,])
v(23,29): 0.8984854221343994	 ([guys][could])
v(23,30): 1.3878283500671387	 ([guys][blown])
v(23,31): 1.3041294813156128	 ([guys][freezing])
v(23,32): 1.0569065809249878	 ([guys][shack])
v(23,33): 1.8868011236190796	 ([guys][smithereens,])
v(23,34): 0.8690627217292786	 ([guys][resolved])
v(23,35): 1.7516875267028809	 ([guys][snags ;])
v(23,36): 2.464879035949707	 ([guys][whore])
v(23,37): 1.6072732210159302	 ([guys][bitch])
v(23,38): 1.0139623880386353	 ([guys]["])
v(23,39): -0.10789960622787476	 ([guys][ode])
v(23,40): 1.147524356842041	 ([guys][windscreen,])
v(23,41): 1.079802393913269	 ([guys][reason])
v(23,42): -0.12121042609214783	 ([guys][protagonist])
v(23,43): 1.603193998336792	 ([guys][" no])
v(23,44): 0.1326538622379303	 ([guys][friends,])
v(23,45): 1.0638431310653687	 ([guys]["])
v(23,46): 0.9487859010696411	 ([guys][well])
v(23,47): 1.1904938220977783	 ([guys][explaining])
v(23,48): -1.827480673789978	 ([guys][coolness])
v(23,49): 1.8598155975341797	 ([guys][pressure])
v(23,50): 2.466181755065918	 ([guys][bloody])
v(23,51): 0.2194441258907318	 ([guys][tampon,])
v(23,52): 3.604335308074951	 ([guys][incessant])
v(23,53): 1.0656359195709229	 ([guys][phone])
v(23,54): 1.2415316104888916	 ([guys][calls])
v(23,55): 0.9066513776779175	 ([guys][.])
v(23,56): 0.9107232093811035	 ([guys][.])
v(23,57): 0.7627347707748413	 ([guys][.])
v(23,58): 1.9678088426589966	 ([guys][crawl - space])
v(23,59): -0.1457395851612091	 ([guys][chic,])
v(23,60): 0.6498933434486389	 ([guys][green])
v(23,61): 0.8736580014228821	 ([guys][thumb,])
v(24,25): -0.9922308921813965	 ([they'd][shared])
v(24,26): 0.4527651071548462	 ([they'd][rubber])
v(24,27): -0.865492582321167	 ([they'd][house.])
v(24,28): -0.20783385634422302	 ([they'd][process,])
v(24,29): -0.33804553747177124	 ([they'd][could])
v(24,30): 0.13132193684577942	 ([they'd][blown])
v(24,31): 0.027175158262252808	 ([they'd][freezing])
v(24,32): -0.2231999635696411	 ([they'd][shack])
v(24,33): 0.5255386829376221	 ([they'd][smithereens,])
v(24,34): -0.5399906039237976	 ([they'd][resolved])
v(24,35): 0.04169145226478577	 ([they'd][snags ;])
v(24,36): 1.1640762090682983	 ([they'd][whore])
v(24,37): -0.09037747979164124	 ([they'd][bitch])
v(24,38): -0.30131417512893677	 ([they'd]["])
v(24,39): -1.2570587396621704	 ([they'd][ode])
v(24,40): -0.1382662057876587	 ([they'd][windscreen,])
v(24,41): -0.3351767659187317	 ([they'd][reason])
v(24,42): -1.5422165393829346	 ([they'd][protagonist])
v(24,43): 0.2965443432331085	 ([they'd][" no])
v(24,44): -1.0060408115386963	 ([they'd][friends,])
v(24,45): -0.2850390672683716	 ([they'd]["])
v(24,46): -0.32784146070480347	 ([they'd][well])
v(24,47): -0.3453611731529236	 ([they'd][explaining])
v(24,48): -2.7849626541137695	 ([they'd][coolness])
v(24,49): 0.24864166975021362	 ([they'd][pressure])
v(24,50): 1.2494643926620483	 ([they'd][bloody])
v(24,51): -1.133018136024475	 ([they'd][tampon,])
v(24,52): 2.372417449951172	 ([they'd][incessant])
v(24,53): -0.05286329984664917	 ([they'd][phone])
v(24,54): 0.12811118364334106	 ([they'd][calls])
v(24,55): -0.3804513216018677	 ([they'd][.])
v(24,56): -0.34259897470474243	 ([they'd][.])
v(24,57): -0.4865412712097168	 ([they'd][.])
v(24,58): 0.5613936185836792	 ([they'd][crawl - space])
v(24,59): -1.2951104640960693	 ([they'd][chic,])
v(24,60): -0.7305135726928711	 ([they'd][green])
v(24,61): -0.39140862226486206	 ([they'd][thumb,])
v(25,26): -0.3216288089752197	 ([shared][rubber])
v(25,27): -0.9588028192520142	 ([shared][house.])
v(25,28): -0.8859570622444153	 ([shared][process,])
v(25,29): -0.8498950004577637	 ([shared][could])
v(25,30): -0.2935498356819153	 ([shared][blown])
v(25,31): -0.5806607604026794	 ([shared][freezing])
v(25,32): -0.7073009014129639	 ([shared][shack])
v(25,33): 0.046161115169525146	 ([shared][smithereens,])
v(25,34): -0.9217918515205383	 ([shared][resolved])
v(25,35): -0.14975100755691528	 ([shared][snags ;])
v(25,36): 0.8418373465538025	 ([shared][whore])
v(25,37): -0.759344756603241	 ([shared][bitch])
v(25,38): -0.9037067890167236	 ([shared]["])
v(25,39): -1.6693346500396729	 ([shared][ode])
v(25,40): -0.9252738356590271	 ([shared][windscreen,])
v(25,41): -1.0043836832046509	 ([shared][reason])
v(25,42): -2.123486280441284	 ([shared][protagonist])
v(25,43): -0.14318835735321045	 ([shared][" no])
v(25,44): -1.672039270401001	 ([shared][friends,])
v(25,45): -0.935194730758667	 ([shared]["])
v(25,46): -0.9638522267341614	 ([shared][well])
v(25,47): -0.8757231831550598	 ([shared][explaining])
v(25,48): -3.588041305541992	 ([shared][coolness])
v(25,49): -0.29286056756973267	 ([shared][pressure])
v(25,50): 0.27509135007858276	 ([shared][bloody])
v(25,51): -1.7557096481323242	 ([shared][tampon,])
v(25,52): 2.0152883529663086	 ([shared][incessant])
v(25,53): -0.647736668586731	 ([shared][phone])
v(25,54): -0.47347062826156616	 ([shared][calls])
v(25,55): -1.0158699750900269	 ([shared][.])
v(25,56): -0.9662283062934875	 ([shared][.])
v(25,57): -1.0639749765396118	 ([shared][.])
v(25,58): 0.0906558632850647	 ([shared][crawl - space])
v(25,59): -1.99495530128479	 ([shared][chic,])
v(25,60): -1.3097286224365234	 ([shared][green])
v(25,61): -0.8380566239356995	 ([shared][thumb,])
v(26,27): -0.695180356502533	 ([rubber][house.])
v(26,28): 0.4758540391921997	 ([rubber][process,])
v(26,29): 0.3543747663497925	 ([rubber][could])
v(26,30): 0.3356294333934784	 ([rubber][blown])
v(26,31): 0.5340707898139954	 ([rubber][freezing])
v(26,32): 0.0778462290763855	 ([rubber][shack])
v(26,33): 1.1278077363967896	 ([rubber][smithereens,])
v(26,34): 0.1655731350183487	 ([rubber][resolved])
v(26,35): 1.334431529045105	 ([rubber][snags ;])
v(26,36): 2.02457594871521	 ([rubber][whore])
v(26,37): 0.8235523104667664	 ([rubber][bitch])
v(26,38): 0.26851850748062134	 ([rubber]["])
v(26,39): -0.7409604787826538	 ([rubber][ode])
v(26,40): 0.38295307755470276	 ([rubber][windscreen,])
v(26,41): 0.21450531482696533	 ([rubber][reason])
v(26,42): -1.4440134763717651	 ([rubber][protagonist])
v(26,43): 1.0046944618225098	 ([rubber][" no])
v(26,44): -0.3415747284889221	 ([rubber][friends,])
v(26,45): 0.48175451159477234	 ([rubber]["])
v(26,46): 0.42472076416015625	 ([rubber][well])
v(26,47): 0.4837762713432312	 ([rubber][explaining])
v(26,48): -2.8814163208007812	 ([rubber][coolness])
v(26,49): 1.2872551679611206	 ([rubber][pressure])
v(26,50): 1.6856797933578491	 ([rubber][bloody])
v(26,51): -0.9012529850006104	 ([rubber][tampon,])
v(26,52): 3.2119297981262207	 ([rubber][incessant])
v(26,53): 0.4284694790840149	 ([rubber][phone])
v(26,54): 0.6806856393814087	 ([rubber][calls])
v(26,55): 0.2529715895652771	 ([rubber][.])
v(26,56): 0.25425565242767334	 ([rubber][.])
v(26,57): 0.06925696134567261	 ([rubber][.])
v(26,58): 1.330693244934082	 ([rubber][crawl - space])
v(26,59): -1.1308796405792236	 ([rubber][chic,])
v(26,60): -0.199441060423851	 ([rubber][green])
v(26,61): 0.17007604241371155	 ([rubber][thumb,])
v(27,28): -0.7556840181350708	 ([house.][process,])
v(27,29): -0.9540551900863647	 ([house.][could])
v(27,30): -0.1935988962650299	 ([house.][blown])
v(27,31): -0.3565317988395691	 ([house.][freezing])
v(27,32): -0.4479306936264038	 ([house.][shack])
v(27,33): 0.04162472486495972	 ([house.][smithereens,])
v(27,34): -1.0452550649642944	 ([house.][resolved])
v(27,35): -0.44005852937698364	 ([house.][snags ;])
v(27,36): 0.7224036455154419	 ([house.][whore])
v(27,37): -0.5131875872612	 ([house.][bitch])
v(27,38): -0.828319251537323	 ([house.]["])
v(27,39): -1.5712844133377075	 ([house.][ode])
v(27,40): -0.9882450103759766	 ([house.][windscreen,])
v(27,41): -0.7667843699455261	 ([house.][reason])
v(27,42): -1.6333645582199097	 ([house.][protagonist])
v(27,43): -0.08417433500289917	 ([house.][" no])
v(27,44): -1.2851942777633667	 ([house.][friends,])
v(27,45): -0.730404257774353	 ([house.]["])
v(27,46): -0.8767837882041931	 ([house.][well])
v(27,47): -0.7839495539665222	 ([house.][explaining])
v(27,48): -2.8705623149871826	 ([house.][coolness])
v(27,49): -0.34275734424591064	 ([house.][pressure])
v(27,50): 0.575191855430603	 ([house.][bloody])
v(27,51): -1.4637470245361328	 ([house.][tampon,])
v(27,52): 1.9227012395858765	 ([house.][incessant])
v(27,53): -0.5448765158653259	 ([house.][phone])
v(27,54): -0.3262554705142975	 ([house.][calls])
v(27,55): -0.8028821349143982	 ([house.][.])
v(27,56): -0.7590726017951965	 ([house.][.])
v(27,57): -0.8898597359657288	 ([house.][.])
v(27,58): 0.29011809825897217	 ([house.][crawl - space])
v(27,59): -1.7426159381866455	 ([house.][chic,])
v(27,60): -1.0690701007843018	 ([house.][green])
v(27,61): -0.713571310043335	 ([house.][thumb,])
v(28,29): -0.1841878890991211	 ([process,][could])
v(28,30): 0.2483839988708496	 ([process,][blown])
v(28,31): 0.31258252263069153	 ([process,][freezing])
v(28,32): 0.10156601667404175	 ([process,][shack])
v(28,33): 0.720658004283905	 ([process,][smithereens,])
v(28,34): -0.32964998483657837	 ([process,][resolved])
v(28,35): 0.19239184260368347	 ([process,][snags ;])
v(28,36): 1.5065838098526	 ([process,][whore])
v(28,37): 0.20160222053527832	 ([process,][bitch])
v(28,38): -0.09642109274864197	 ([process,]["])
v(28,39): -0.8743700385093689	 ([process,][ode])
v(28,40): 0.07279598712921143	 ([process,][windscreen,])
v(28,41): -0.13108542561531067	 ([process,][reason])
v(28,42): -1.3925515413284302	 ([process,][protagonist])
v(28,43): 0.6002724170684814	 ([process,][" no])
v(28,44): -0.8205482363700867	 ([process,][friends,])
v(28,45): -0.06451010704040527	 ([process,]["])
v(28,46): -0.08498430252075195	 ([process,][well])
v(28,47): -0.09694549441337585	 ([process,][explaining])
v(28,48): -2.682709217071533	 ([process,][coolness])
v(28,49): 0.5216681957244873	 ([process,][pressure])
v(28,50): 1.3990514278411865	 ([process,][bloody])
v(28,51): -0.9667372107505798	 ([process,][tampon,])
v(28,52): 2.4105801582336426	 ([process,][incessant])
v(28,53): 0.12405943870544434	 ([process,][phone])
v(28,54): 0.364408016204834	 ([process,][calls])
v(28,55): -0.13964435458183289	 ([process,][.])
v(28,56): -0.10409650206565857	 ([process,][.])
v(28,57): -0.24921807646751404	 ([process,][.])
v(28,58): 0.8090007305145264	 ([process,][crawl - space])
v(28,59): -1.2264823913574219	 ([process,][chic,])
v(28,60): -0.3987393379211426	 ([process,][green])
v(28,61): -0.17729252576828003	 ([process,][thumb,])
v(29,30): 0.6488529443740845	 ([could][blown])
v(29,31): 0.3234919607639313	 ([could][freezing])
v(29,32): -0.009688049554824829	 ([could][shack])
v(29,33): 0.6998440027236938	 ([could][smithereens,])
v(29,34): -0.14455339312553406	 ([could][resolved])
v(29,35): 0.39788755774497986	 ([could][snags ;])
v(29,36): 1.4748049974441528	 ([could][whore])
v(29,37): 0.06816291809082031	 ([could][bitch])
v(29,38): -0.2333572804927826	 ([could]["])
v(29,39): -1.3038172721862793	 ([could][ode])
v(29,40): -0.16902868449687958	 ([could][windscreen,])
v(29,41): -0.06189382076263428	 ([could][reason])
v(29,42): -1.6558833122253418	 ([could][protagonist])
v(29,43): 0.5381560325622559	 ([could][" no])
v(29,44): -0.9629042148590088	 ([could][friends,])
v(29,45): -0.19055652618408203	 ([could]["])
v(29,46): -0.20166438817977905	 ([could][well])
v(29,47): -0.18630093336105347	 ([could][explaining])
v(29,48): -3.213507652282715	 ([could][coolness])
v(29,49): 0.7171365022659302	 ([could][pressure])
v(29,50): 1.3530691862106323	 ([could][bloody])
v(29,51): -1.2203260660171509	 ([could][tampon,])
v(29,52): 2.603911876678467	 ([could][incessant])
v(29,53): 0.0183408260345459	 ([could][phone])
v(29,54): 0.2507646381855011	 ([could][calls])
v(29,55): -0.28578370809555054	 ([could][.])
v(29,56): -0.23768046498298645	 ([could][.])
v(29,57): -0.359716534614563	 ([could][.])
v(29,58): 0.7220668792724609	 ([could][crawl - space])
v(29,59): -1.4456710815429688	 ([could][chic,])
v(29,60): -0.64513099193573	 ([could][green])
v(29,61): -0.30656617879867554	 ([could][thumb,])
v(30,31): -0.28542429208755493	 ([blown][freezing])
v(30,32): -0.2903488874435425	 ([blown][shack])
v(30,33): 0.2930256426334381	 ([blown][smithereens,])
v(30,34): 0.08137357234954834	 ([blown][resolved])
v(30,35): 0.024862229824066162	 ([blown][snags ;])
v(30,36): 1.5893454551696777	 ([blown][whore])
v(30,37): 0.5012839436531067	 ([blown][bitch])
v(30,38): 0.29379385709762573	 ([blown]["])
v(30,39): -0.7990621328353882	 ([blown][ode])
v(30,40): 0.5513137578964233	 ([blown][windscreen,])
v(30,41): 0.1375831961631775	 ([blown][reason])
v(30,42): -1.0546667575836182	 ([blown][protagonist])
v(30,43): 0.9255516529083252	 ([blown][" no])
v(30,44): -0.2517041862010956	 ([blown][friends,])
v(30,45): 0.3945484161376953	 ([blown]["])
v(30,46): 0.38545387983322144	 ([blown][well])
v(30,47): 0.3921769857406616	 ([blown][explaining])
v(30,48): -2.726538896560669	 ([blown][coolness])
v(30,49): 0.7169823050498962	 ([blown][pressure])
v(30,50): 1.7384839057922363	 ([blown][bloody])
v(30,51): -0.7869514226913452	 ([blown][tampon,])
v(30,52): 2.7265613079071045	 ([blown][incessant])
v(30,53): 0.5736531019210815	 ([blown][phone])
v(30,54): 0.7302575707435608	 ([blown][calls])
v(30,55): 0.23315629363059998	 ([blown][.])
v(30,56): 0.26732543110847473	 ([blown][.])
v(30,57): 0.13756415247917175	 ([blown][.])
v(30,58): 1.332962155342102	 ([blown][crawl - space])
v(30,59): -0.9997879266738892	 ([blown][chic,])
v(30,60): -0.18664968013763428	 ([blown][green])
v(30,61): 0.11024072766304016	 ([blown][thumb,])
v(31,32): 0.3752136826515198	 ([freezing][shack])
v(31,33): 0.4920455515384674	 ([freezing][smithereens,])
v(31,34): -0.24737414717674255	 ([freezing][resolved])
v(31,35): 0.054649680852890015	 ([freezing][snags ;])
v(31,36): 1.6431386470794678	 ([freezing][whore])
v(31,37): 0.47288909554481506	 ([freezing][bitch])
v(31,38): 0.12741681933403015	 ([freezing]["])
v(31,39): -0.9224996566772461	 ([freezing][ode])
v(31,40): 0.18198835849761963	 ([freezing][windscreen,])
