---------- Players ----------
Player 0: .... as
Player 1: level
Player 2: wit
Player 3: comedy
Player 4: operates.
Player 5: barely
Player 6: even
Player 7: reaching
Player 8: feature
Player 9: length,
Player 10: it....'till
Player 11: need
Player 12: glasses
Player 13: "
Player 14: collection
Player 15: ( mostly )
Player 16: dirty
Player 17: jokes.
Player 18: many
Player 19: short
Player 20: can't
Player 21: believe
Player 22: realize
Player 23: supposed
Player 24: punchline
Player 25: ( example :
Player 26: santa
Player 27: claus
Player 28: gag ) ;
Player 29: others
Player 30: long
Player 31: can't
Player 32: believe
Player 33: realize
Player 34: needed
Player 35: much
Player 36: time
Player 37: set
Player 38: punchline
Player 39: ( example :
Player 40: students '
Player 41: awards
Player 42: gag ).
Player 43: nearly
Player 44: directed
Player 45: without
Player 46: artistry.
Player 47: get
Player 48: wrong :
Player 49: 1
Player 50: every
Player 51: 10
Player 52: jokes
Player 53: actually
Player 54: manages
Player 55: funny
Player 56: ( the
Player 57: iron
Player 58: phone
Player 59: one
Player 60: probably
---------- Rewards ----------
v(): -1.3653199672698975	 ([])
v(24,41): -1.5181410312652588	 ([punchline][awards])
v(24,42): -0.31716060638427734	 ([punchline][gag ).])
v(24,43): -1.421811580657959	 ([punchline][nearly])
v(24,44): -0.5927992463111877	 ([punchline][directed])
v(24,45): -1.547838807106018	 ([punchline][without])
v(24,46): -0.5889043211936951	 ([punchline][artistry.])
v(24,47): -1.358283519744873	 ([punchline][get])
v(24,48): -1.9498767852783203	 ([punchline][wrong :])
v(24,49): -0.6877657771110535	 ([punchline][1])
v(24,50): -1.487572193145752	 ([punchline][every])
v(24,51): -1.412089228630066	 ([punchline][10])
v(24,52): -0.525545597076416	 ([punchline][jokes])
v(24,53): -0.7840456366539001	 ([punchline][actually])
v(24,54): -1.5730594396591187	 ([punchline][manages])
v(24,55): 0.6297375559806824	 ([punchline][funny])
v(24,56): -1.373148798942566	 ([punchline][( the])
v(24,57): -0.8027496337890625	 ([punchline][iron])
v(24,58): -0.9311352372169495	 ([punchline][phone])
v(24,59): -1.4945704936981201	 ([punchline][one])
v(24,60): -1.7624579668045044	 ([punchline][probably])
v(25,26): -0.6204355359077454	 ([( example :][santa])
v(25,27): -1.1944210529327393	 ([( example :][claus])
v(25,28): -0.5624731183052063	 ([( example :][gag ) ;])
v(25,29): -1.226393222808838	 ([( example :][others])
v(25,30): -1.3240151405334473	 ([( example :][long])
v(25,31): -1.0348329544067383	 ([( example :][can't])
v(25,32): -1.3280671834945679	 ([( example :][believe])
v(25,33): -1.2370587587356567	 ([( example :][realize])
v(25,34): -1.0245754718780518	 ([( example :][needed])
v(25,35): -1.1382976770401	 ([( example :][much])
v(25,36): -1.5558154582977295	 ([( example :][time])
v(25,37): -1.0849264860153198	 ([( example :][set])
v(25,38): -1.0560568571090698	 ([( example :][punchline])
v(25,39): -1.1981106996536255	 ([( example :][( example :])
v(25,40): -0.8763535618782043	 ([( example :][students '])
v(25,41): -1.1544742584228516	 ([( example :][awards])
v(25,42): -0.24205192923545837	 ([( example :][gag ).])
v(25,43): -1.1718283891677856	 ([( example :][nearly])
v(25,44): -0.33535122871398926	 ([( example :][directed])
v(25,45): -1.30143141746521	 ([( example :][without])
v(25,46): -0.5923694372177124	 ([( example :][artistry.])
v(25,47): -1.0609976053237915	 ([( example :][get])
v(25,48): -1.5714231729507446	 ([( example :][wrong :])
v(25,49): -0.47272711992263794	 ([( example :][1])
v(25,50): -1.2101000547409058	 ([( example :][every])
v(25,51): -1.147411584854126	 ([( example :][10])
v(25,52): -0.3005620539188385	 ([( example :][jokes])
v(25,53): -0.6358445286750793	 ([( example :][actually])
v(25,54): -1.702323317527771	 ([( example :][manages])
v(25,55): 0.6832451820373535	 ([( example :][funny])
v(25,56): -1.1738359928131104	 ([( example :][( the])
v(25,57): -0.6013226509094238	 ([( example :][iron])
v(25,58): -0.7603668570518494	 ([( example :][phone])
v(25,59): -1.2290942668914795	 ([( example :][one])
v(25,60): -1.4641051292419434	 ([( example :][probably])
v(26,27): -1.3409621715545654	 ([santa][claus])
v(26,28): -0.2835586667060852	 ([santa][gag ) ;])
v(26,29): -0.9803943037986755	 ([santa][others])
v(26,30): -1.1858142614364624	 ([santa][long])
v(26,31): -0.772925853729248	 ([santa][can't])
v(26,32): -1.2356762886047363	 ([santa][believe])
v(26,33): -0.9856773018836975	 ([santa][realize])
v(26,34): -0.6978830099105835	 ([santa][needed])
v(26,35): -0.9147917032241821	 ([santa][much])
v(26,36): -1.3077611923217773	 ([santa][time])
v(26,37): -0.7154697775840759	 ([santa][set])
v(26,38): -0.8835150599479675	 ([santa][punchline])
v(26,39): -0.6135479211807251	 ([santa][( example :])
v(26,40): -0.647459089756012	 ([santa][students '])
v(26,41): -0.6914365291595459	 ([santa][awards])
v(26,42): 0.09248453378677368	 ([santa][gag ).])
v(26,43): -0.9371858239173889	 ([santa][nearly])
v(26,44): -0.0547814667224884	 ([santa][directed])
v(26,45): -0.9441487789154053	 ([santa][without])
v(26,46): -0.015553683042526245	 ([santa][artistry.])
v(26,47): -0.7812657952308655	 ([santa][get])
v(26,48): -1.4360358715057373	 ([santa][wrong :])
v(26,49): -0.23674276471138	 ([santa][1])
v(26,50): -0.9998123049736023	 ([santa][every])
v(26,51): -0.8709427118301392	 ([santa][10])
v(26,52): -0.06064930558204651	 ([santa][jokes])
v(26,53): -0.311348021030426	 ([santa][actually])
v(26,54): -1.3285428285598755	 ([santa][manages])
v(26,55): 1.1674200296401978	 ([santa][funny])
v(26,56): -0.7674843668937683	 ([santa][( the])
v(26,57): -0.2500074803829193	 ([santa][iron])
v(26,58): -0.5260471701622009	 ([santa][phone])
v(26,59): -0.9761291146278381	 ([santa][one])
v(26,60): -1.383359670639038	 ([santa][probably])
v(27,28): -0.7644486427307129	 ([claus][gag ) ;])
v(27,29): -1.5481840372085571	 ([claus][others])
v(27,30): -1.7340811491012573	 ([claus][long])
v(27,31): -1.4059925079345703	 ([claus][can't])
v(27,32): -1.7709238529205322	 ([claus][believe])
v(27,33): -1.5549827814102173	 ([claus][realize])
v(27,34): -1.4153422117233276	 ([claus][needed])
v(27,35): -1.5159958600997925	 ([claus][much])
v(27,36): -1.8832664489746094	 ([claus][time])
v(27,37): -1.4500021934509277	 ([claus][set])
v(27,38): -1.4174737930297852	 ([claus][punchline])
v(27,39): -1.2353463172912598	 ([claus][( example :])
v(27,40): -1.2560747861862183	 ([claus][students '])
v(27,41): -1.3677701950073242	 ([claus][awards])
v(27,42): -0.46824413537979126	 ([claus][gag ).])
v(27,43): -1.4834920167922974	 ([claus][nearly])
v(27,44): -0.8153404593467712	 ([claus][directed])
v(27,45): -1.622802734375	 ([claus][without])
v(27,46): -0.7201266884803772	 ([claus][artistry.])
v(27,47): -1.3393352031707764	 ([claus][get])
v(27,48): -1.9936833381652832	 ([claus][wrong :])
v(27,49): -0.9010286331176758	 ([claus][1])
v(27,50): -1.6160238981246948	 ([claus][every])
v(27,51): -1.4811432361602783	 ([claus][10])
v(27,52): -0.6951338648796082	 ([claus][jokes])
v(27,53): -0.9359063506126404	 ([claus][actually])
v(27,54): -1.832463026046753	 ([claus][manages])
v(27,55): 0.30214565992355347	 ([claus][funny])
v(27,56): -1.438474416732788	 ([claus][( the])
v(27,57): -0.8441328406333923	 ([claus][iron])
v(27,58): -1.0145187377929688	 ([claus][phone])
v(27,59): -1.6094189882278442	 ([claus][one])
v(27,60): -1.8646414279937744	 ([claus][probably])
v(28,29): -0.5147064328193665	 ([gag ) ;][others])
v(28,30): -0.8792199492454529	 ([gag ) ;][long])
v(28,31): -0.3676906228065491	 ([gag ) ;][can't])
v(28,32): -0.9506391286849976	 ([gag ) ;][believe])
v(28,33): -0.6839728355407715	 ([gag ) ;][realize])
v(28,34): -0.28632253408432007	 ([gag ) ;][needed])
v(28,35): -0.5193819999694824	 ([gag ) ;][much])
v(28,36): -0.8984512686729431	 ([gag ) ;][time])
v(28,37): -0.3586469292640686	 ([gag ) ;][set])
v(28,38): -0.3576256334781647	 ([gag ) ;][punchline])
v(28,39): 0.04061388969421387	 ([gag ) ;][( example :])
v(28,40): -0.18653589487075806	 ([gag ) ;][students '])
v(28,41): -0.5811402201652527	 ([gag ) ;][awards])
v(28,42): -0.4452500343322754	 ([gag ) ;][gag ).])
v(28,43): -0.5473389029502869	 ([gag ) ;][nearly])
v(28,44): 0.6143428087234497	 ([gag ) ;][directed])
v(28,45): -0.5677369236946106	 ([gag ) ;][without])
v(28,46): 0.3907580077648163	 ([gag ) ;][artistry.])
v(28,47): -0.41815441846847534	 ([gag ) ;][get])
v(28,48): -1.1005345582962036	 ([gag ) ;][wrong :])
v(28,49): 0.42273813486099243	 ([gag ) ;][1])
v(28,50): -0.5129536986351013	 ([gag ) ;][every])
v(28,51): -0.4429522156715393	 ([gag ) ;][10])
v(28,52): 0.34087052941322327	 ([gag ) ;][jokes])
v(28,53): 0.29455986618995667	 ([gag ) ;][actually])
v(28,54): -0.9634231925010681	 ([gag ) ;][manages])
v(28,55): 1.6618287563323975	 ([gag ) ;][funny])
v(28,56): -0.22647830843925476	 ([gag ) ;][( the])
v(28,57): 0.18228811025619507	 ([gag ) ;][iron])
v(28,58): -0.16862255334854126	 ([gag ) ;][phone])
v(28,59): -0.5921003222465515	 ([gag ) ;][one])
v(28,60): -0.959567129611969	 ([gag ) ;][probably])
v(29,30): -1.6053004264831543	 ([others][long])
v(29,31): -1.3706992864608765	 ([others][can't])
v(29,32): -1.721465826034546	 ([others][believe])
v(29,33): -1.537521243095398	 ([others][realize])
v(29,34): -1.2401492595672607	 ([others][needed])
v(29,35): -1.4360260963439941	 ([others][much])
v(29,36): -1.836105227470398	 ([others][time])
v(29,37): -1.2999135255813599	 ([others][set])
v(29,38): -1.2952213287353516	 ([others][punchline])
v(29,39): -1.196433663368225	 ([others][( example :])
v(29,40): -1.1325606107711792	 ([others][students '])
v(29,41): -1.357539415359497	 ([others][awards])
v(29,42): -0.29873788356781006	 ([others][gag ).])
v(29,43): -1.4662340879440308	 ([others][nearly])
v(29,44): -0.5608746409416199	 ([others][directed])
v(29,45): -1.533392071723938	 ([others][without])
v(29,46): -0.5052045583724976	 ([others][artistry.])
v(29,47): -1.307277798652649	 ([others][get])
v(29,48): -1.95359468460083	 ([others][wrong :])
v(29,49): -0.6399196982383728	 ([others][1])
v(29,50): -1.491662621498108	 ([others][every])
v(29,51): -1.3967642784118652	 ([others][10])
v(29,52): -0.44961482286453247	 ([others][jokes])
v(29,53): -0.7935733795166016	 ([others][actually])
v(29,54): -1.8817195892333984	 ([others][manages])
v(29,55): 0.7201772928237915	 ([others][funny])
v(29,56): -1.362532138824463	 ([others][( the])
v(29,57): -0.7678785920143127	 ([others][iron])
v(29,58): -0.8952776789665222	 ([others][phone])
v(29,59): -1.5139355659484863	 ([others][one])
v(29,60): -1.8101747035980225	 ([others][probably])
v(30,31): -1.4392691850662231	 ([long][can't])
v(30,32): -1.992452621459961	 ([long][believe])
v(30,33): -1.71766197681427	 ([long][realize])
v(30,34): -1.4590609073638916	 ([long][needed])
v(30,35): -1.6067125797271729	 ([long][much])
v(30,36): -2.006406307220459	 ([long][time])
v(30,37): -1.5415853261947632	 ([long][set])
v(30,38): -1.4386199712753296	 ([long][punchline])
v(30,39): -1.3743966817855835	 ([long][( example :])
v(30,40): -1.3296709060668945	 ([long][students '])
v(30,41): -1.5422788858413696	 ([long][awards])
v(30,42): -0.4738602042198181	 ([long][gag ).])
v(30,43): -1.683616042137146	 ([long][nearly])
v(30,44): -0.7599997520446777	 ([long][directed])
v(30,45): -1.772006630897522	 ([long][without])
v(30,46): -0.8541011214256287	 ([long][artistry.])
v(30,47): -1.4856294393539429	 ([long][get])
v(30,48): -2.1400234699249268	 ([long][wrong :])
v(30,49): -0.8832336664199829	 ([long][1])
v(30,50): -1.6967182159423828	 ([long][every])
v(30,51): -1.6027480363845825	 ([long][10])
v(30,52): -0.7063863277435303	 ([long][jokes])
v(30,53): -1.059815764427185	 ([long][actually])
v(30,54): -2.113722801208496	 ([long][manages])
v(30,55): 0.32281070947647095	 ([long][funny])
v(30,56): -1.5670844316482544	 ([long][( the])
v(30,57): -0.9439084529876709	 ([long][iron])
v(30,58): -1.0651205778121948	 ([long][phone])
v(30,59): -1.7369612455368042	 ([long][one])
v(30,60): -2.10984206199646	 ([long][probably])
v(31,32): -0.9550920724868774	 ([can't][believe])
v(31,33): -1.273415207862854	 ([can't][realize])
v(31,34): -1.1934576034545898	 ([can't][needed])
v(31,35): -1.2946009635925293	 ([can't][much])
v(31,36): -1.724313735961914	 ([can't][time])
v(31,37): -1.1108094453811646	 ([can't][set])
v(31,38): -1.1189581155776978	 ([can't][punchline])
v(31,39): -1.0051419734954834	 ([can't][( example :])
v(31,40): -0.9381258487701416	 ([can't][students '])
v(31,41): -1.2425068616867065	 ([can't][awards])
v(31,42): -0.15015044808387756	 ([can't][gag ).])
v(31,43): -1.29585599899292	 ([can't][nearly])
v(31,44): -0.5269836783409119	 ([can't][directed])
v(31,45): -1.3518741130828857	 ([can't][without])
v(31,46): -0.5123324990272522	 ([can't][artistry.])
v(31,47): -1.005554437637329	 ([can't][get])
v(31,48): -1.6606674194335938	 ([can't][wrong :])
v(31,49): -0.5071342587471008	 ([can't][1])
v(31,50): -1.3302249908447266	 ([can't][every])
v(31,51): -1.2166308164596558	 ([can't][10])
v(31,52): -0.3814862370491028	 ([can't][jokes])
v(31,53): -0.6138082146644592	 ([can't][actually])
v(31,54): -1.816171407699585	 ([can't][manages])
v(31,55): 0.7829526662826538	 ([can't][funny])
v(31,56): -1.1976428031921387	 ([can't][( the])
v(31,57): -0.6660798788070679	 ([can't][iron])
v(31,58): -0.8254830837249756	 ([can't][phone])
v(31,59): -1.3406013250350952	 ([can't][one])
v(31,60): -1.65160071849823	 ([can't][probably])
v(32,33): -1.661255121231079	 ([believe][realize])
v(32,34): -1.6596769094467163	 ([believe][needed])
v(32,35): -1.7426998615264893	 ([believe][much])
v(32,36): -2.0612008571624756	 ([believe][time])
v(32,37): -1.566335678100586	 ([believe][set])
v(32,38): -1.500938892364502	 ([believe][punchline])
v(32,39): -1.397457242012024	 ([believe][( example :])
v(32,40): -1.460897445678711	 ([believe][students '])
v(32,41): -1.6537617444992065	 ([believe][awards])
v(32,42): -0.6117821335792542	 ([believe][gag ).])
v(32,43): -1.7036333084106445	 ([believe][nearly])
v(32,44): -0.9985730051994324	 ([believe][directed])
v(32,45): -1.8379316329956055	 ([believe][without])
v(32,46): -1.2497053146362305	 ([believe][artistry.])
v(32,47): -1.5556566715240479	 ([believe][get])
v(32,48): -2.180759906768799	 ([believe][wrong :])
v(32,49): -1.0668449401855469	 ([believe][1])
v(32,50): -1.8086214065551758	 ([believe][every])
v(32,51): -1.7083656787872314	 ([believe][10])
v(32,52): -0.7894401550292969	 ([believe][jokes])
v(32,53): -1.1293600797653198	 ([believe][actually])
v(32,54): -2.1789512634277344	 ([believe][manages])
v(32,55): 0.26985257863998413	 ([believe][funny])
v(32,56): -1.6790666580200195	 ([believe][( the])
v(32,57): -1.136486530303955	 ([believe][iron])
v(32,58): -1.16120445728302	 ([believe][phone])
v(32,59): -1.7976946830749512	 ([believe][one])
v(32,60): -1.9372215270996094	 ([believe][probably])
v(33,34): -1.4304646253585815	 ([realize][needed])
v(33,35): -1.5110127925872803	 ([realize][much])
v(33,36): -1.7963359355926514	 ([realize][time])
v(33,37): -1.3531982898712158	 ([realize][set])
v(33,38): -1.2903649806976318	 ([realize][punchline])
v(33,39): -1.2938823699951172	 ([realize][( example :])
v(33,40): -1.2535090446472168	 ([realize][students '])
v(33,41): -1.310860276222229	 ([realize][awards])
v(33,42): -0.40666651725769043	 ([realize][gag ).])
v(33,43): -1.5109810829162598	 ([realize][nearly])
v(33,44): -0.6030018925666809	 ([realize][directed])
v(33,45): -1.5933953523635864	 ([realize][without])
v(33,46): -0.893092930316925	 ([realize][artistry.])
v(33,47): -1.3713322877883911	 ([realize][get])
v(33,48): -2.002692699432373	 ([realize][wrong :])
v(33,49): -0.7905890941619873	 ([realize][1])
v(33,50): -1.5484449863433838	 ([realize][every])
v(33,51): -1.4907736778259277	 ([realize][10])
v(33,52): -0.5443943738937378	 ([realize][jokes])
v(33,53): -0.8970119953155518	 ([realize][actually])
v(33,54): -1.993450403213501	 ([realize][manages])
v(33,55): 0.5524724721908569	 ([realize][funny])
v(33,56): -1.463483452796936	 ([realize][( the])
v(33,57): -0.8867456316947937	 ([realize][iron])
v(33,58): -1.008226990699768	 ([realize][phone])
v(33,59): -1.5549964904785156	 ([realize][one])
v(33,60): -1.8260068893432617	 ([realize][probably])
v(34,35): -0.8730688691139221	 ([needed][much])
v(34,36): -1.3340340852737427	 ([needed][time])
v(34,37): -1.0494050979614258	 ([needed][set])
v(34,38): -1.0692301988601685	 ([needed][punchline])
v(34,39): -0.9815719723701477	 ([needed][( example :])
v(34,40): -0.8877285718917847	 ([needed][students '])
v(34,41): -1.281080722808838	 ([needed][awards])
v(34,42): -0.13057047128677368	 ([needed][gag ).])
v(34,43): -1.2200901508331299	 ([needed][nearly])
v(34,44): -0.4308324456214905	 ([needed][directed])
v(34,45): -1.3201940059661865	 ([needed][without])
v(34,46): 0.08526650071144104	 ([needed][artistry.])
v(34,47): -0.9703097343444824	 ([needed][get])
v(34,48): -1.7598721981048584	 ([needed][wrong :])
v(34,49): -0.4206501245498657	 ([needed][1])
v(34,50): -1.221634030342102	 ([needed][every])
v(34,51): -1.181079626083374	 ([needed][10])
v(34,52): -0.28508052229881287	 ([needed][jokes])
v(34,53): -0.5693361759185791	 ([needed][actually])
v(34,54): -1.7228031158447266	 ([needed][manages])
v(34,55): 0.9543595314025879	 ([needed][funny])
v(34,56): -1.1142308712005615	 ([needed][( the])
v(34,57): -0.5429209470748901	 ([needed][iron])
v(34,58): -0.7416460514068604	 ([needed][phone])
v(34,59): -1.288333773612976	 ([needed][one])
v(34,60): -1.6426506042480469	 ([needed][probably])
v(35,36): -1.6752463579177856	 ([much][time])
v(35,37): -1.3810219764709473	 ([much][set])
v(35,38): -1.2257091999053955	 ([much][punchline])
v(35,39): -1.1017154455184937	 ([much][( example :])
v(35,40): -1.063732385635376	 ([much][students '])
v(35,41): -1.347215175628662	 ([much][awards])
v(35,42): -0.2797630727291107	 ([much][gag ).])
v(35,43): -1.403120756149292	 ([much][nearly])
v(35,44): -0.5281170606613159	 ([much][directed])
v(35,45): -1.5060304403305054	 ([much][without])
v(35,46): -0.6480678915977478	 ([much][artistry.])
v(35,47): -1.2589106559753418	 ([much][get])
v(35,48): -1.907545566558838	 ([much][wrong :])
v(35,49): -0.6295763254165649	 ([much][1])
v(35,50): -1.4320982694625854	 ([much][every])
v(35,51): -1.3788604736328125	 ([much][10])
v(35,52): -0.45685601234436035	 ([much][jokes])
v(35,53): -0.7956675887107849	 ([much][actually])
v(35,54): -1.7783780097961426	 ([much][manages])
v(35,55): 0.674860954284668	 ([much][funny])
v(35,56): -1.3371179103851318	 ([much][( the])
v(35,57): -0.7674519419670105	 ([much][iron])
v(35,58): -0.9344274401664734	 ([much][phone])
v(35,59): -1.4526898860931396	 ([much][one])
v(35,60): -1.7475839853286743	 ([much][probably])
v(36,37): -1.8043456077575684	 ([time][set])
v(36,38): -1.460739254951477	 ([time][punchline])
v(36,39): -1.5360145568847656	 ([time][( example :])
v(36,40): -1.378868818283081	 ([time][students '])
v(36,41): -1.5639506578445435	 ([time][awards])
v(36,42): -0.607733428478241	 ([time][gag ).])
v(36,43): -1.8174448013305664	 ([time][nearly])
v(36,44): -0.9154540300369263	 ([time][directed])
v(36,45): -1.910857915878296	 ([time][without])
v(36,46): -1.0606627464294434	 ([time][artistry.])
v(36,47): -1.7593721151351929	 ([time][get])
v(36,48): -2.285754919052124	 ([time][wrong :])
v(36,49): -0.9400888085365295	 ([time][1])
v(36,50): -1.8549891710281372	 ([time][every])
v(36,51): -1.7514842748641968	 ([time][10])
v(36,52): -0.8384047150611877	 ([time][jokes])
v(36,53): -1.1438523530960083	 ([time][actually])
v(36,54): -2.2121307849884033	 ([time][manages])
v(36,55): 0.10376429557800293	 ([time][funny])
v(36,56): -1.772420883178711	 ([time][( the])
v(36,57): -1.1932638883590698	 ([time][iron])
v(36,58): -1.2262275218963623	 ([time][phone])
v(36,59): -1.8184173107147217	 ([time][one])
v(36,60): -2.1558072566986084	 ([time][probably])
v(37,38): -1.3686599731445312	 ([set][punchline])
v(37,39): -0.912602424621582	 ([set][( example :])
v(37,40): -1.0282723903656006	 ([set][students '])
v(37,41): -1.295320987701416	 ([set][awards])
v(37,42): -0.16447865962982178	 ([set][gag ).])
v(37,43): -1.3283497095108032	 ([set][nearly])
v(37,44): -0.5222715735435486	 ([set][directed])
v(37,45): -1.3941272497177124	 ([set][without])
v(37,46): -0.36100825667381287	 ([set][artistry.])
v(37,47): -1.1234385967254639	 ([set][get])
v(37,48): -1.817287802696228	 ([set][wrong :])
v(37,49): -0.551085352897644	 ([set][1])
v(37,50): -1.3638461828231812	 ([set][every])
v(37,51): -1.273628830909729	 ([set][10])
v(37,52): -0.34060877561569214	 ([set][jokes])
v(37,53): -0.6695858240127563	 ([set][actually])
v(37,54): -1.5359845161437988	 ([set][manages])
v(37,55): 0.6410886645317078	 ([set][funny])
v(37,56): -1.151428461074829	 ([set][( the])
v(37,57): -0.7141062021255493	 ([set][iron])
v(37,58): -0.7690021395683289	 ([set][phone])
v(37,59): -1.3336437940597534	 ([set][one])
v(37,60): -1.7065538167953491	 ([set][probably])
v(38,39): -0.9600363373756409	 ([punchline][( example :])
v(38,40): -0.9519659876823425	 ([punchline][students '])
v(38,41): -1.143553614616394	 ([punchline][awards])
v(38,42): -0.1429796814918518	 ([punchline][gag ).])
v(38,43): -1.2660510540008545	 ([punchline][nearly])
v(38,44): -0.39877158403396606	 ([punchline][directed])
v(38,45): -1.384942889213562	 ([punchline][without])
v(38,46): -0.7359880805015564	 ([punchline][artistry.])
v(38,47): -1.1985194683074951	 ([punchline][get])
v(38,48): -1.7332789897918701	 ([punchline][wrong :])
v(38,49): -0.5660101771354675	 ([punchline][1])
v(38,50): -1.3134273290634155	 ([punchline][every])
v(38,51): -1.267765760421753	 ([punchline][10])
v(38,52): -0.3938816785812378	 ([punchline][jokes])
v(38,53): -0.6297999024391174	 ([punchline][actually])
v(38,54): -1.5746451616287231	 ([punchline][manages])
v(38,55): 0.6877537369728088	 ([punchline][funny])
v(38,56): -1.2227349281311035	 ([punchline][( the])
v(38,57): -0.6617306470870972	 ([punchline][iron])
v(38,58): -0.8863130807876587	 ([punchline][phone])
v(38,59): -1.3301270008087158	 ([punchline][one])
v(38,60): -1.6001495122909546	 ([punchline][probably])
v(39,40): -0.9146528840065002	 ([( example :][students '])
v(39,41): -1.1969637870788574	 ([( example :][awards])
v(39,42): -0.40524911880493164	 ([( example :][gag ).])
v(39,43): -1.200080156326294	 ([( example :][nearly])
v(39,44): -0.36352384090423584	 ([( example :][directed])
v(39,45): -1.2990028858184814	 ([( example :][without])
v(39,46): -0.7400749325752258	 ([( example :][artistry.])
v(39,47): -1.1225076913833618	 ([( example :][get])
v(39,48): -1.5821280479431152	 ([( example :][wrong :])
v(39,49): -0.6016953587532043	 ([( example :][1])
v(39,50): -1.2150098085403442	 ([( example :][every])
v(39,51): -1.1573684215545654	 ([( example :][10])
v(39,52): -0.4854400157928467	 ([( example :][jokes])
v(39,53): -0.8079675436019897	 ([( example :][actually])
v(39,54): -1.5277173519134521	 ([( example :][manages])
v(39,55): 0.3365967571735382	 ([( example :][funny])
v(39,56): -1.27666437625885	 ([( example :][( the])
v(39,57): -0.697304904460907	 ([( example :][iron])
v(39,58): -0.8101792335510254	 ([( example :][phone])
v(39,59): -1.2223536968231201	 ([( example :][one])
v(39,60): -1.4082822799682617	 ([( example :][probably])
v(40,41): -1.5507729053497314	 ([students '][awards])
v(40,42): -0.7969444990158081	 ([students '][gag ).])
v(40,43): -1.083086609840393	 ([students '][nearly])
v(40,44): -0.5634830594062805	 ([students '][directed])
v(40,45): -1.0575788021087646	 ([students '][without])
v(40,46): -0.023383796215057373	 ([students '][artistry.])
v(40,47): -0.8379507660865784	 ([students '][get])
v(40,48): -1.6061900854110718	 ([students '][wrong :])
v(40,49): -0.40385061502456665	 ([students '][1])
v(40,50): -1.129650354385376	 ([students '][every])
v(40,51): -1.081436038017273	 ([students '][10])
v(40,52): -0.33058497309684753	 ([students '][jokes])
v(40,53): -0.5270835161209106	 ([students '][actually])
v(40,54): -1.4043469429016113	 ([students '][manages])
v(40,55): 0.969269871711731	 ([students '][funny])
v(40,56): -1.0978546142578125	 ([students '][( the])
v(40,57): -0.5745342969894409	 ([students '][iron])
v(40,58): -0.7249142527580261	 ([students '][phone])
v(40,59): -1.2790018320083618	 ([students '][one])
v(40,60): -1.5903291702270508	 ([students '][probably])
v(41,42): -0.4684220552444458	 ([awards][gag ).])
v(41,43): -1.3700354099273682	 ([awards][nearly])
v(41,44): -0.7088465094566345	 ([awards][directed])
v(41,45): -1.308695673942566	 ([awards][without])
v(41,46): -0.3064126670360565	 ([awards][artistry.])
v(41,47): -1.1608598232269287	 ([awards][get])
v(41,48): -1.8188687562942505	 ([awards][wrong :])
v(41,49): -0.5995444059371948	 ([awards][1])
v(41,50): -1.4022160768508911	 ([awards][every])
v(41,51): -1.3193178176879883	 ([awards][10])
v(41,52): -0.5105671286582947	 ([awards][jokes])
v(41,53): -0.7188049554824829	 ([awards][actually])
v(41,54): -1.2529093027114868	 ([awards][manages])
v(41,55): 0.4381769299507141	 ([awards][funny])
v(41,56): -1.3768589496612549	 ([awards][( the])
v(41,57): -0.7855727672576904	 ([awards][iron])
v(41,58): -0.8698135018348694	 ([awards][phone])
v(41,59): -1.4146099090576172	 ([awards][one])
v(41,60): -1.7839843034744263	 ([awards][probably])
v(42,43): -0.22314056754112244	 ([gag ).][nearly])
v(42,44): 1.2854924201965332	 ([gag ).][directed])
v(42,45): -0.2667422592639923	 ([gag ).][without])
v(42,46): 1.2159755229949951	 ([gag ).][artistry.])
v(42,47): -0.16293644905090332	 ([gag ).][get])
v(42,48): -0.8341416716575623	 ([gag ).][wrong :])
v(42,49): 0.4869539737701416	 ([gag ).][1])
v(42,50): -0.22612765431404114	 ([gag ).][every])
v(42,51): -0.22360029816627502	 ([gag ).][10])
v(42,52): 0.3823360800743103	 ([gag ).][jokes])
v(42,53): 0.41842249035835266	 ([gag ).][actually])
v(42,54): -0.78133624792099	 ([gag ).][manages])
v(42,55): 1.4976778030395508	 ([gag ).][funny])
v(42,56): -0.10910540819168091	 ([gag ).][( the])
v(42,57): 0.4301832318305969	 ([gag ).][iron])
v(42,58): -0.020611464977264404	 ([gag ).][phone])
v(42,59): -0.3594116270542145	 ([gag ).][one])
v(42,60): -0.6581254005432129	 ([gag ).][probably])
v(43,44): -0.004555702209472656	 ([nearly][directed])
v(43,45): -1.4907398223876953	 ([nearly][without])
v(43,46): -0.027399718761444092	 ([nearly][artistry.])
v(43,47): -1.223105788230896	 ([nearly][get])
v(43,48): -1.9446449279785156	 ([nearly][wrong :])
v(43,49): -0.6455017924308777	 ([nearly][1])
v(43,50): -1.4684571027755737	 ([nearly][every])
v(43,51): -1.3597081899642944	 ([nearly][10])
v(43,52): -0.44617587327957153	 ([nearly][jokes])
v(43,53): -0.8110789656639099	 ([nearly][actually])
v(43,54): -1.9524458646774292	 ([nearly][manages])
v(43,55): 0.6870410442352295	 ([nearly][funny])
v(43,56): -1.372220516204834	 ([nearly][( the])
v(43,57): -0.7339686155319214	 ([nearly][iron])
v(43,58): -0.9113271236419678	 ([nearly][phone])
v(43,59): -1.437588095664978	 ([nearly][one])
v(43,60): -1.7885648012161255	 ([nearly][probably])
