---------- Players ----------
Player 0: film
Player 1: sat
Player 2: tivo
Player 3: weeks
Player 4: watched
Player 5: it.
Player 6: dreaded
Player 7: self - indulgent
Player 8: yuppie
Player 9: flick
Player 10: relationships
Player 11: gone
Player 12: bad.
Player 13: wrong ;
Player 14: engrossing
Player 15: excursion
Player 16: screwed - up
Player 17: libidos
Player 18: new
Player 19: yorkers.
Player 20: format
Player 21: max
Player 22: ophuls '
Player 23: la
Player 24: ronde,
Player 25: "
Player 26: based
Player 27: play
Player 28: arthur
Player 29: schnitzler,
Player 30: given
Player 31: " inspired
Player 32: "
Player 33: credit.
Player 34: starts
Player 35: one
Player 36: person,
Player 37: prostitute
Player 38: ,
Player 39: standing
Player 40: street
Player 41: corner
Player 42: brooklyn.
Player 43: picked
Player 44: home
Player 45: contractor,
Player 46: sex
Player 47: hood
Player 48: car,
Player 49: can't
Player 50: come.
Player 51: refuses
Player 52: pay
Player 53: her.
Player 54: he's
Player 55: peeing,
Player 56: answers
Player 57: cell
Player 58: phone
---------- Rewards ----------
v(): -0.6040202975273132	 ([])
v(23,38): -0.433284729719162	 ([la][,])
v(23,39): -0.33658769726753235	 ([la][standing])
v(23,40): 0.06615561246871948	 ([la][street])
v(23,41): -0.2424330711364746	 ([la][corner])
v(23,42): 0.9322317242622375	 ([la][brooklyn.])
v(23,43): -0.19999393820762634	 ([la][picked])
v(23,44): 0.22610768675804138	 ([la][home])
v(23,45): -1.6880161762237549	 ([la][contractor,])
v(23,46): -1.7960870265960693	 ([la][sex])
v(23,47): -0.6393495798110962	 ([la][hood])
v(23,48): -0.45220375061035156	 ([la][car,])
v(23,49): -0.8066392540931702	 ([la][can't])
v(23,50): -0.29647719860076904	 ([la][come.])
v(23,51): -0.8819100260734558	 ([la][refuses])
v(23,52): -1.5647449493408203	 ([la][pay])
v(23,53): -0.597261905670166	 ([la][her.])
v(23,54): -0.20900049805641174	 ([la][he's])
v(23,55): -0.9408118724822998	 ([la][peeing,])
v(23,56): 0.03444957733154297	 ([la][answers])
v(23,57): -0.04109901189804077	 ([la][cell])
v(23,58): -1.0736535787582397	 ([la][phone])
v(24,25): -0.13457787036895752	 ([ronde,]["])
v(24,26): -0.14166855812072754	 ([ronde,][based])
v(24,27): 0.4395437240600586	 ([ronde,][play])
v(24,28): 0.8784174919128418	 ([ronde,][arthur])
v(24,29): -0.08609962463378906	 ([ronde,][schnitzler,])
v(24,30): 0.2056664526462555	 ([ronde,][given])
v(24,31): 0.696303129196167	 ([ronde,][" inspired])
v(24,32): -0.2159394919872284	 ([ronde,]["])
v(24,33): -0.898080050945282	 ([ronde,][credit.])
v(24,34): 0.44115597009658813	 ([ronde,][starts])
v(24,35): -0.33700159192085266	 ([ronde,][one])
v(24,36): -0.26250720024108887	 ([ronde,][person,])
v(24,37): -0.6389566659927368	 ([ronde,][prostitute])
v(24,38): -0.07592731714248657	 ([ronde,][,])
v(24,39): -0.020674973726272583	 ([ronde,][standing])
v(24,40): 0.30399003624916077	 ([ronde,][street])
v(24,41): 0.027914464473724365	 ([ronde,][corner])
v(24,42): 1.2567989826202393	 ([ronde,][brooklyn.])
v(24,43): 0.14687612652778625	 ([ronde,][picked])
v(24,44): 0.5140948295593262	 ([ronde,][home])
v(24,45): -1.4977235794067383	 ([ronde,][contractor,])
v(24,46): -1.4156904220581055	 ([ronde,][sex])
v(24,47): -0.22668373584747314	 ([ronde,][hood])
v(24,48): -0.2135997712612152	 ([ronde,][car,])
v(24,49): -0.5130383968353271	 ([ronde,][can't])
v(24,50): 0.022761821746826172	 ([ronde,][come.])
v(24,51): -0.5105680227279663	 ([ronde,][refuses])
v(24,52): -1.2420734167099	 ([ronde,][pay])
v(24,53): -0.2699200510978699	 ([ronde,][her.])
v(24,54): 0.04819419980049133	 ([ronde,][he's])
v(24,55): -0.7172925472259521	 ([ronde,][peeing,])
v(24,56): 0.2363564670085907	 ([ronde,][answers])
v(24,57): 0.1396307647228241	 ([ronde,][cell])
v(24,58): -0.8794060945510864	 ([ronde,][phone])
v(25,26): -0.7471110820770264	 (["][based])
v(25,27): -0.2926441431045532	 (["][play])
v(25,28): 0.3681582808494568	 (["][arthur])
v(25,29): -0.7702645063400269	 (["][schnitzler,])
v(25,30): -0.2675016224384308	 (["][given])
v(25,31): 0.47801893949508667	 (["][" inspired])
v(25,32): -0.622719943523407	 (["]["])
v(25,33): -1.3824571371078491	 (["][credit.])
v(25,34): -0.11780807375907898	 (["][starts])
v(25,35): -0.8323255777359009	 (["][one])
v(25,36): -0.7045084834098816	 (["][person,])
v(25,37): -1.1682862043380737	 (["][prostitute])
v(25,38): -0.5973616242408752	 (["][,])
v(25,39): -0.5603218078613281	 (["][standing])
v(25,40): -0.14003467559814453	 (["][street])
v(25,41): -0.3934439420700073	 (["][corner])
v(25,42): 0.8262872099876404	 (["][brooklyn.])
v(25,43): -0.4210752844810486	 (["][picked])
v(25,44): 0.020938754081726074	 (["][home])
v(25,45): -1.8560677766799927	 (["][contractor,])
v(25,46): -1.9974431991577148	 (["][sex])
v(25,47): -0.8075904846191406	 (["][hood])
v(25,48): -0.7294101715087891	 (["][car,])
v(25,49): -1.0033925771713257	 (["][can't])
v(25,50): -0.5124285221099854	 (["][come.])
v(25,51): -1.066632628440857	 (["][refuses])
v(25,52): -1.7393395900726318	 (["][pay])
v(25,53): -0.8084511756896973	 (["][her.])
v(25,54): -0.4369633197784424	 (["][he's])
v(25,55): -1.16176176071167	 (["][peeing,])
v(25,56): -0.1822548806667328	 (["][answers])
v(25,57): -0.2643434405326843	 (["][cell])
v(25,58): -1.2173950672149658	 (["][phone])
v(26,27): 0.25334662199020386	 ([based][play])
v(26,28): 0.2758049964904785	 ([based][arthur])
v(26,29): -0.46003037691116333	 ([based][schnitzler,])
v(26,30): -0.32599472999572754	 ([based][given])
v(26,31): 0.4833472669124603	 ([based][" inspired])
v(26,32): -0.6709393262863159	 ([based]["])
v(26,33): -1.4561116695404053	 ([based][credit.])
v(26,34): 0.16160708665847778	 ([based][starts])
v(26,35): -0.7779796719551086	 ([based][one])
v(26,36): -0.6580830216407776	 ([based][person,])
v(26,37): -0.8729060888290405	 ([based][prostitute])
v(26,38): -0.5886524319648743	 ([based][,])
v(26,39): -0.48956674337387085	 ([based][standing])
v(26,40): -0.10477656126022339	 ([based][street])
v(26,41): -0.40111806988716125	 ([based][corner])
v(26,42): 0.7528336644172668	 ([based][brooklyn.])
v(26,43): -0.3476971685886383	 ([based][picked])
v(26,44): 0.14282646775245667	 ([based][home])
v(26,45): -1.7555851936340332	 ([based][contractor,])
v(26,46): -1.8761705160140991	 ([based][sex])
v(26,47): -0.7275643348693848	 ([based][hood])
v(26,48): -0.48129209876060486	 ([based][car,])
v(26,49): -1.1156213283538818	 ([based][can't])
v(26,50): -0.3250980079174042	 ([based][come.])
v(26,51): -1.1775914430618286	 ([based][refuses])
v(26,52): -1.651477575302124	 ([based][pay])
v(26,53): -0.7499474883079529	 ([based][her.])
v(26,54): -0.2454933077096939	 ([based][he's])
v(26,55): -0.8393479585647583	 ([based][peeing,])
v(26,56): -0.2167932391166687	 ([based][answers])
v(26,57): -0.18408295512199402	 ([based][cell])
v(26,58): -1.2605153322219849	 ([based][phone])
v(27,28): 0.3061739206314087	 ([play][arthur])
v(27,29): 0.7016913890838623	 ([play][schnitzler,])
v(27,30): 0.3451306223869324	 ([play][given])
v(27,31): 1.0551143884658813	 ([play][" inspired])
v(27,32): 0.15409892797470093	 ([play]["])
v(27,33): -0.6144341826438904	 ([play][credit.])
v(27,34): 1.1017541885375977	 ([play][starts])
v(27,35): -0.05613982677459717	 ([play][one])
v(27,36): -0.034623920917510986	 ([play][person,])
v(27,37): -0.47174209356307983	 ([play][prostitute])
v(27,38): 0.1436249017715454	 ([play][,])
v(27,39): 0.12337431311607361	 ([play][standing])
v(27,40): 0.5134420990943909	 ([play][street])
v(27,41): 0.5848699808120728	 ([play][corner])
v(27,42): 1.6744184494018555	 ([play][brooklyn.])
v(27,43): 0.5318698287010193	 ([play][picked])
v(27,44): 0.7339054942131042	 ([play][home])
v(27,45): -1.3493359088897705	 ([play][contractor,])
v(27,46): -1.3910857439041138	 ([play][sex])
v(27,47): -0.07363122701644897	 ([play][hood])
v(27,48): 0.08731907606124878	 ([play][car,])
v(27,49): -0.39533260464668274	 ([play][can't])
v(27,50): 0.3610396981239319	 ([play][come.])
v(27,51): -0.409403532743454	 ([play][refuses])
v(27,52): -1.1250200271606445	 ([play][pay])
v(27,53): -0.026715517044067383	 ([play][her.])
v(27,54): 0.434536874294281	 ([play][he's])
v(27,55): -0.34465521574020386	 ([play][peeing,])
v(27,56): 0.4842909574508667	 ([play][answers])
v(27,57): 0.4315590262413025	 ([play][cell])
v(27,58): -0.5899581909179688	 ([play][phone])
v(28,29): 1.1705855131149292	 ([arthur][schnitzler,])
v(28,30): 1.0654053688049316	 ([arthur][given])
v(28,31): 1.3465652465820312	 ([arthur][" inspired])
v(28,32): 0.5833029747009277	 ([arthur]["])
v(28,33): 0.011389553546905518	 ([arthur][credit.])
v(28,34): 1.2807846069335938	 ([arthur][starts])
v(28,35): 0.49113428592681885	 ([arthur][one])
v(28,36): 0.5681020617485046	 ([arthur][person,])
v(28,37): 0.0634503960609436	 ([arthur][prostitute])
v(28,38): 0.8583488464355469	 ([arthur][,])
v(28,39): 0.728885293006897	 ([arthur][standing])
v(28,40): 1.1358191967010498	 ([arthur][street])
v(28,41): 0.7779077291488647	 ([arthur][corner])
v(28,42): 1.6279475688934326	 ([arthur][brooklyn.])
v(28,43): 0.8550563454627991	 ([arthur][picked])
v(28,44): 1.2727733850479126	 ([arthur][home])
v(28,45): -0.6319568157196045	 ([arthur][contractor,])
v(28,46): -0.675873339176178	 ([arthur][sex])
v(28,47): 0.4439193606376648	 ([arthur][hood])
v(28,48): 0.6489527821540833	 ([arthur][car,])
v(28,49): 0.21154025197029114	 ([arthur][can't])
v(28,50): 0.9791107773780823	 ([arthur][come.])
v(28,51): 0.2453630268573761	 ([arthur][refuses])
v(28,52): -0.2937449812889099	 ([arthur][pay])
v(28,53): 0.6294535994529724	 ([arthur][her.])
v(28,54): 0.9439056515693665	 ([arthur][he's])
v(28,55): 0.1431279480457306	 ([arthur][peeing,])
v(28,56): 1.213388204574585	 ([arthur][answers])
v(28,57): 0.8703729510307312	 ([arthur][cell])
v(28,58): -0.05171272158622742	 ([arthur][phone])
v(29,30): -0.06542825698852539	 ([schnitzler,][given])
v(29,31): 0.6928900480270386	 ([schnitzler,][" inspired])
v(29,32): -0.5210124850273132	 ([schnitzler,]["])
v(29,33): -1.2000337839126587	 ([schnitzler,][credit.])
v(29,34): 0.1916782259941101	 ([schnitzler,][starts])
v(29,35): -0.5190961956977844	 ([schnitzler,][one])
v(29,36): -0.5289835929870605	 ([schnitzler,][person,])
v(29,37): -1.0281122922897339	 ([schnitzler,][prostitute])
v(29,38): -0.38601696491241455	 ([schnitzler,][,])
v(29,39): -0.33324792981147766	 ([schnitzler,][standing])
v(29,40): 0.10023707151412964	 ([schnitzler,][street])
v(29,41): -0.07099103927612305	 ([schnitzler,][corner])
v(29,42): 1.574320673942566	 ([schnitzler,][brooklyn.])
v(29,43): -0.14266908168792725	 ([schnitzler,][picked])
v(29,44): 0.22639510035514832	 ([schnitzler,][home])
v(29,45): -1.7289479970932007	 ([schnitzler,][contractor,])
v(29,46): -1.8138411045074463	 ([schnitzler,][sex])
v(29,47): -0.6990667581558228	 ([schnitzler,][hood])
v(29,48): -0.4854188561439514	 ([schnitzler,][car,])
v(29,49): -0.8296865224838257	 ([schnitzler,][can't])
v(29,50): -0.23094144463539124	 ([schnitzler,][come.])
v(29,51): -0.8866576552391052	 ([schnitzler,][refuses])
v(29,52): -1.5788894891738892	 ([schnitzler,][pay])
v(29,53): -0.5758639574050903	 ([schnitzler,][her.])
v(29,54): -0.13114264607429504	 ([schnitzler,][he's])
v(29,55): -1.2045871019363403	 ([schnitzler,][peeing,])
v(29,56): -0.06862878799438477	 ([schnitzler,][answers])
v(29,57): -0.12357065081596375	 ([schnitzler,][cell])
v(29,58): -1.2438523769378662	 ([schnitzler,][phone])
v(30,31): 0.15115514397621155	 ([given][" inspired])
v(30,32): -0.10326099395751953	 ([given]["])
v(30,33): -0.7343869805335999	 ([given][credit.])
v(30,34): 0.5496562719345093	 ([given][starts])
v(30,35): -0.1405213475227356	 ([given][one])
v(30,36): 0.10403239727020264	 ([given][person,])
v(30,37): -0.6077631711959839	 ([given][prostitute])
v(30,38): 0.05795097351074219	 ([given][,])
v(30,39): 0.17701077461242676	 ([given][standing])
v(30,40): 0.5546912550926208	 ([given][street])
v(30,41): 0.2087184488773346	 ([given][corner])
v(30,42): 1.4633582830429077	 ([given][brooklyn.])
v(30,43): 0.18863672018051147	 ([given][picked])
v(30,44): 0.7412537336349487	 ([given][home])
v(30,45): -1.1172404289245605	 ([given][contractor,])
v(30,46): -1.3874455690383911	 ([given][sex])
v(30,47): -0.04756808280944824	 ([given][hood])
v(30,48): 0.06032907962799072	 ([given][car,])
v(30,49): -0.35426920652389526	 ([given][can't])
v(30,50): 0.22469520568847656	 ([given][come.])
v(30,51): -0.4240506589412689	 ([given][refuses])
v(30,52): -0.9541981816291809	 ([given][pay])
v(30,53): -0.12625530362129211	 ([given][her.])
v(30,54): 0.25904330611228943	 ([given][he's])
v(30,55): -0.5859909057617188	 ([given][peeing,])
v(30,56): 0.39811602234840393	 ([given][answers])
v(30,57): 0.40899860858917236	 ([given][cell])
v(30,58): -0.6476447582244873	 ([given][phone])
v(31,32): 0.09860062599182129	 ([" inspired]["])
v(31,33): -0.10889610648155212	 ([" inspired][credit.])
v(31,34): 1.6131954193115234	 ([" inspired][starts])
v(31,35): 0.29459190368652344	 ([" inspired][one])
v(31,36): 0.6669366955757141	 ([" inspired][person,])
v(31,37): 0.17399466037750244	 ([" inspired][prostitute])
v(31,38): 0.6808539628982544	 ([" inspired][,])
v(31,39): 0.9719120860099792	 ([" inspired][standing])
v(31,40): 1.4375956058502197	 ([" inspired][street])
v(31,41): 0.7332684993743896	 ([" inspired][corner])
v(31,42): 2.200115442276001	 ([" inspired][brooklyn.])
v(31,43): 0.7108372449874878	 ([" inspired][picked])
v(31,44): 1.5076969861984253	 ([" inspired][home])
v(31,45): -0.2339469939470291	 ([" inspired][contractor,])
v(31,46): -0.42967134714126587	 ([" inspired][sex])
v(31,47): 0.5292283892631531	 ([" inspired][hood])
v(31,48): 0.8507092595100403	 ([" inspired][car,])
v(31,49): 0.1845436990261078	 ([" inspired][can't])
v(31,50): 0.9716918468475342	 ([" inspired][come.])
v(31,51): 0.16029706597328186	 ([" inspired][refuses])
v(31,52): -0.31418752670288086	 ([" inspired][pay])
v(31,53): 0.48222267627716064	 ([" inspired][her.])
v(31,54): 0.9809417724609375	 ([" inspired][he's])
v(31,55): 0.11018404364585876	 ([" inspired][peeing,])
v(31,56): 0.86421799659729	 ([" inspired][answers])
v(31,57): 0.9593551158905029	 ([" inspired][cell])
v(31,58): 0.06587257981300354	 ([" inspired][phone])
v(32,33): -0.8440949320793152	 (["][credit.])
v(32,34): 0.07480424642562866	 (["][starts])
v(32,35): -0.6132416725158691	 (["][one])
v(32,36): -0.5029666423797607	 (["][person,])
v(32,37): -0.9090833067893982	 (["][prostitute])
v(32,38): -0.3898203670978546	 (["][,])
v(32,39): -0.28635692596435547	 (["][standing])
v(32,40): 0.06704685091972351	 (["][street])
v(32,41): -0.16685834527015686	 (["][corner])
v(32,42): 0.9285119771957397	 (["][brooklyn.])
v(32,43): -0.16522178053855896	 (["][picked])
v(32,44): 0.30546531081199646	 (["][home])
v(32,45): -1.5429344177246094	 (["][contractor,])
v(32,46): -1.7215126752853394	 (["][sex])
v(32,47): -0.52394038438797	 (["][hood])
v(32,48): -0.3792203664779663	 (["][car,])
v(32,49): -0.7769520878791809	 (["][can't])
v(32,50): -0.24382537603378296	 (["][come.])
v(32,51): -0.8386838436126709	 (["][refuses])
v(32,52): -1.4770358800888062	 (["][pay])
v(32,53): -0.5736321210861206	 (["][her.])
v(32,54): -0.19160166382789612	 (["][he's])
v(32,55): -0.9524345397949219	 (["][peeing,])
v(32,56): 0.0523533821105957	 (["][answers])
v(32,57): -0.009530484676361084	 (["][cell])
v(32,58): -0.9952142834663391	 (["][phone])
v(33,34): -1.0537807941436768	 ([credit.][starts])
v(33,35): -1.341630458831787	 ([credit.][one])
v(33,36): -1.076776385307312	 ([credit.][person,])
v(33,37): -1.594223976135254	 ([credit.][prostitute])
v(33,38): -1.2171072959899902	 ([credit.][,])
v(33,39): -1.1824814081192017	 ([credit.][standing])
v(33,40): -0.6359612941741943	 ([credit.][street])
v(33,41): -0.8762398362159729	 ([credit.][corner])
v(33,42): 0.1830589771270752	 ([credit.][brooklyn.])
v(33,43): -0.7610072493553162	 ([credit.][picked])
v(33,44): -0.6244507431983948	 ([credit.][home])
v(33,45): -2.202815532684326	 ([credit.][contractor,])
v(33,46): -2.2205605506896973	 ([credit.][sex])
v(33,47): -1.5064507722854614	 ([credit.][hood])
v(33,48): -1.2942590713500977	 ([credit.][car,])
v(33,49): -1.6706889867782593	 ([credit.][can't])
v(33,50): -1.0751349925994873	 ([credit.][come.])
v(33,51): -1.592188835144043	 ([credit.][refuses])
v(33,52): -1.9838978052139282	 ([credit.][pay])
v(33,53): -1.4485658407211304	 ([credit.][her.])
v(33,54): -0.9420078992843628	 ([credit.][he's])
v(33,55): -1.6584137678146362	 ([credit.][peeing,])
v(33,56): -0.7304803133010864	 ([credit.][answers])
v(33,57): -0.8004093170166016	 ([credit.][cell])
v(33,58): -1.5975075960159302	 ([credit.][phone])
v(34,35): -0.1368662416934967	 ([starts][one])
v(34,36): 0.2927640974521637	 ([starts][person,])
v(34,37): -0.23478487133979797	 ([starts][prostitute])
v(34,38): 0.3343234360218048	 ([starts][,])
v(34,39): 0.7257529497146606	 ([starts][standing])
v(34,40): 1.137964129447937	 ([starts][street])
v(34,41): 0.46290940046310425	 ([starts][corner])
v(34,42): 2.1941118240356445	 ([starts][brooklyn.])
v(34,43): 0.5829837918281555	 ([starts][picked])
v(34,44): 1.2609496116638184	 ([starts][home])
v(34,45): -0.8804125785827637	 ([starts][contractor,])
v(34,46): -0.9185575842857361	 ([starts][sex])
v(34,47): 0.16765639185905457	 ([starts][hood])
v(34,48): 0.5207059383392334	 ([starts][car,])
v(34,49): -0.19206532835960388	 ([starts][can't])
v(34,50): 0.6396933794021606	 ([starts][come.])
v(34,51): -0.10387083888053894	 ([starts][refuses])
v(34,52): -0.7785421013832092	 ([starts][pay])
v(34,53): 0.2382037341594696	 ([starts][her.])
v(34,54): 0.602307915687561	 ([starts][he's])
v(34,55): -0.2097637951374054	 ([starts][peeing,])
v(34,56): 0.6550517678260803	 ([starts][answers])
v(34,57): 0.6697207093238831	 ([starts][cell])
v(34,58): -0.38985711336135864	 ([starts][phone])
v(35,36): 0.07822132110595703	 ([one][person,])
v(35,37): -0.8570717573165894	 ([one][prostitute])
v(35,38): -0.4317145347595215	 ([one][,])
v(35,39): -0.35773545503616333	 ([one][standing])
v(35,40): 0.21905246376991272	 ([one][street])
v(35,41): -0.25267621874809265	 ([one][corner])
v(35,42): 0.9793014526367188	 ([one][brooklyn.])
v(35,43): -0.20478218793869019	 ([one][picked])
v(35,44): 0.2541123926639557	 ([one][home])
v(35,45): -1.7045869827270508	 ([one][contractor,])
v(35,46): -1.9107813835144043	 ([one][sex])
v(35,47): -0.672577977180481	 ([one][hood])
v(35,48): -0.4845828711986542	 ([one][car,])
v(35,49): -0.8612993359565735	 ([one][can't])
v(35,50): -0.31710726022720337	 ([one][come.])
v(35,51): -0.9078762531280518	 ([one][refuses])
v(35,52): -1.5670498609542847	 ([one][pay])
v(35,53): -0.6692034006118774	 ([one][her.])
v(35,54): -0.29323500394821167	 ([one][he's])
v(35,55): -0.9330825805664062	 ([one][peeing,])
v(35,56): -0.06939232349395752	 ([one][answers])
v(35,57): -0.0979762077331543	 ([one][cell])
v(35,58): -1.1854145526885986	 ([one][phone])
v(36,37): -0.7015867233276367	 ([person,][prostitute])
v(36,38): -0.3870752155780792	 ([person,][,])
v(36,39): -0.5115485191345215	 ([person,][standing])
v(36,40): 0.13952556252479553	 ([person,][street])
v(36,41): -0.27460747957229614	 ([person,][corner])
v(36,42): 0.9087162613868713	 ([person,][brooklyn.])
v(36,43): -0.28021958470344543	 ([person,][picked])
v(36,44): 0.22091278433799744	 ([person,][home])
v(36,45): -1.5697154998779297	 ([person,][contractor,])
v(36,46): -1.8774765729904175	 ([person,][sex])
v(36,47): -0.6067489981651306	 ([person,][hood])
v(36,48): -0.4664079248905182	 ([person,][car,])
v(36,49): -0.8965857028961182	 ([person,][can't])
v(36,50): -0.37925654649734497	 ([person,][come.])
v(36,51): -0.8945712447166443	 ([person,][refuses])
v(36,52): -1.4506150484085083	 ([person,][pay])
v(36,53): -0.6457528471946716	 ([person,][her.])
v(36,54): -0.2577212154865265	 ([person,][he's])
v(36,55): -0.9395638704299927	 ([person,][peeing,])
v(36,56): -0.0904403030872345	 ([person,][answers])
v(36,57): -0.12824636697769165	 ([person,][cell])
v(36,58): -0.9900432229042053	 ([person,][phone])
v(37,38): -0.5070211291313171	 ([prostitute][,])
v(37,39): -0.911536455154419	 ([prostitute][standing])
v(37,40): -0.07643011212348938	 ([prostitute][street])
v(37,41): -0.49299514293670654	 ([prostitute][corner])
v(37,42): 0.4364567995071411	 ([prostitute][brooklyn.])
v(37,43): -0.7131221294403076	 ([prostitute][picked])
v(37,44): -0.2030828595161438	 ([prostitute][home])
v(37,45): -1.484691858291626	 ([prostitute][contractor,])
v(37,46): -1.5874977111816406	 ([prostitute][sex])
v(37,47): -0.8951194286346436	 ([prostitute][hood])
v(37,48): -0.8318068981170654	 ([prostitute][car,])
v(37,49): -1.2649829387664795	 ([prostitute][can't])
v(37,50): -0.6375277638435364	 ([prostitute][come.])
v(37,51): -1.2766151428222656	 ([prostitute][refuses])
v(37,52): -1.642090082168579	 ([prostitute][pay])
v(37,53): -1.0402328968048096	 ([prostitute][her.])
v(37,54): -0.7041865587234497	 ([prostitute][he's])
v(37,55): -1.0389610528945923	 ([prostitute][peeing,])
v(37,56): -0.4377002418041229	 ([prostitute][answers])
v(37,57): -0.5396457314491272	 ([prostitute][cell])
v(37,58): -1.5035512447357178	 ([prostitute][phone])
v(38,39): 0.04206058382987976	 ([,][standing])
v(38,40): 0.24195241928100586	 ([,][street])
v(38,41): -0.09097307920455933	 ([,][corner])
v(38,42): 1.1479520797729492	 ([,][brooklyn.])
v(38,43): -0.023917406797409058	 ([,][picked])
v(38,44): 0.44063854217529297	 ([,][home])
v(38,45): -1.6221363544464111	 ([,][contractor,])
v(38,46): -1.6361039876937866	 ([,][sex])
v(38,47): -0.44628414511680603	 ([,][hood])
v(38,48): -0.3087185025215149	 ([,][car,])
v(38,49): -0.6888192892074585	 ([,][can't])
v(38,50): -0.17584550380706787	 ([,][come.])
v(38,51): -0.7906391024589539	 ([,][refuses])
v(38,52): -1.446277141571045	 ([,][pay])
v(38,53): -0.49969154596328735	 ([,][her.])
v(38,54): -0.08346489071846008	 ([,][he's])
v(38,55): -0.9257274270057678	 ([,][peeing,])
v(38,56): 0.1299971342086792	 ([,][answers])
v(38,57): 0.06939497590065002	 ([,][cell])
v(38,58): -0.947706937789917	 ([,][phone])
v(39,40): 0.2722298204898834	 ([standing][street])
v(39,41): -0.13451144099235535	 ([standing][corner])
v(39,42): 1.2533587217330933	 ([standing][brooklyn.])
v(39,43): -0.10753166675567627	 ([standing][picked])
v(39,44): 0.5973634719848633	 ([standing][home])
v(39,45): -1.4126980304718018	 ([standing][contractor,])
v(39,46): -1.6312534809112549	 ([standing][sex])
v(39,47): -0.3570093512535095	 ([standing][hood])
v(39,48): -0.2250346541404724	 ([standing][car,])
v(39,49): -0.6222844123840332	 ([standing][can't])
v(39,50): -0.10492056608200073	 ([standing][come.])
v(39,51): -0.7922154068946838	 ([standing][refuses])
v(39,52): -1.4329503774642944	 ([standing][pay])
v(39,53): -0.378664493560791	 ([standing][her.])
v(39,54): 0.019570201635360718	 ([standing][he's])
v(39,55): -0.6413407325744629	 ([standing][peeing,])
v(39,56): 0.13725507259368896	 ([standing][answers])
v(39,57): 0.1773797571659088	 ([standing][cell])
v(39,58): -1.0367298126220703	 ([standing][phone])
v(40,41): -0.1305796504020691	 ([street][corner])
v(40,42): 1.7013508081436157	 ([street][brooklyn.])
v(40,43): 0.3524761199951172	 ([street][picked])
v(40,44): 0.7706218957901001	 ([street][home])
v(40,45): -0.7115911245346069	 ([street][contractor,])
v(40,46): -1.3433796167373657	 ([street][sex])
v(40,47): -0.012916803359985352	 ([street][hood])
v(40,48): 0.2768537104129791	 ([street][car,])
v(40,49): -0.30335965752601624	 ([street][can't])
v(40,50): 0.3264564573764801	 ([street][come.])
v(40,51): -0.3509857654571533	 ([street][refuses])
v(40,52): -0.883277177810669	 ([street][pay])
v(40,53): 0.007720530033111572	 ([street][her.])
v(40,54): 0.2729533314704895	 ([street][he's])
v(40,55): -0.12201273441314697	 ([street][peeing,])
v(40,56): 0.44715479016304016	 ([street][answers])
v(40,57): 0.4094412922859192	 ([street][cell])
v(40,58): -0.719343900680542	 ([street][phone])
v(41,42): 1.432227373123169	 ([corner][brooklyn.])
v(41,43): 0.17240822315216064	 ([corner][picked])
v(41,44): 0.5895662307739258	 ([corner][home])
v(41,45): -1.181664228439331	 ([corner][contractor,])
v(41,46): -1.4532859325408936	 ([corner][sex])
v(41,47): -0.2958737015724182	 ([corner][hood])
v(41,48): -0.009699761867523193	 ([corner][car,])
v(41,49): -0.4250870943069458	 ([corner][can't])
v(41,50): 0.09610125422477722	 ([corner][come.])
v(41,51): -0.45091044902801514	 ([corner][refuses])
v(41,52): -1.0795198678970337	 ([corner][pay])
v(41,53): -0.25455427169799805	 ([corner][her.])
v(41,54): 0.1405620574951172	 ([corner][he's])
v(41,55): -0.6583364009857178	 ([corner][peeing,])
v(41,56): 0.3052269518375397	 ([corner][answers])
v(41,57): 0.29009461402893066	 ([corner][cell])
v(41,58): -0.7287557721138	 ([corner][phone])
v(42,43): 1.1798845529556274	 ([brooklyn.][picked])
v(42,44): 1.516528606414795	 ([brooklyn.][home])
v(42,45): 0.08854353427886963	 ([brooklyn.][contractor,])
v(42,46): -0.38764119148254395	 ([brooklyn.][sex])
v(42,47): 0.9685539603233337	 ([brooklyn.][hood])
v(42,48): 1.098646879196167	 ([brooklyn.][car,])
v(42,49): 0.5654633641242981	 ([brooklyn.][can't])
v(42,50): 1.2945506572723389	 ([brooklyn.][come.])
v(42,51): 0.6190344095230103	 ([brooklyn.][refuses])
v(42,52): 0.0022898614406585693	 ([brooklyn.][pay])
v(42,53): 0.8430614471435547	 ([brooklyn.][her.])
v(42,54): 1.3191686868667603	 ([brooklyn.][he's])
v(42,55): 0.6873635649681091	 ([brooklyn.][peeing,])
v(42,56): 1.422674536705017	 ([brooklyn.][answers])
v(42,57): 1.1241143941879272	 ([brooklyn.][cell])
v(42,58): 0.4182892441749573	 ([brooklyn.][phone])
v(43,44): 0.2756391763687134	 ([picked][home])
v(43,45): -1.273812174797058	 ([picked][contractor,])
v(43,46): -1.568678379058838	 ([picked][sex])
v(43,47): -0.1346047818660736	 ([picked][hood])
v(43,48): -0.2129073143005371	 ([picked][car,])
v(43,49): -0.38674694299697876	 ([picked][can't])
v(43,50): 0.11880424618721008	 ([picked][come.])
v(43,51): -0.5686756372451782	 ([picked][refuses])
v(43,52): -1.1757673025131226	 ([picked][pay])
v(43,53): -0.21892684698104858	 ([picked][her.])
v(43,54): 0.1489027738571167	 ([picked][he's])
v(43,55): -0.4494893550872803	 ([picked][peeing,])
